experiment_type,trial_number,start_time,instructions,cpu-cycles,cache-references,cache-misses,page-faults,bus-cycles,branch-instructions,branch-misses,avg_memory_over_time,max_memory_over_time
wasm_interpreted,47,2025-02-01T17:02:08.877587,7215612046854,6493401581049,1964383483556,8009978802,7106740,3266487879939,1099441632076,24634856981,233215090,361533440
wasm_aot,46,2025-02-01T17:03:28.130449,7288365095611,6554916981010,1976785305808,8087704877,7180713,3295344120423,1111331116563,24790702448,283163794,344956928
wasm_aot,47,2025-02-01T17:04:12.571590,7356324818264,6611387768580,1989445361457,8167595344,7254362,3323653392602,1122412757099,24942862055,284874342,344010752
wasm_interpreted,48,2025-02-01T17:04:55.876145,7447016305576,6699835864345,2021648451216,8277156174,7334465,3368904594575,1136456271877,25308623851,237215826,365723648
wasm_aot,48,2025-02-01T17:06:13.456647,7516958010797,6758834569472,2033900239810,8357162039,7408846,3397248295507,1147853469543,25467739675,285421427,344940544
wasm_aot,49,2025-02-01T17:06:57.080579,7589862692035,6816933928017,2046198790510,8439815382,7482889,3425579515353,1158671915163,25617162121,280649880,345808896
wasm_aot,50,2025-02-01T17:07:40.035870,7654465961360,6871829045935,2058521087925,8517267141,7556272,3453725659426,1169591389450,25767386491,280270317,343748608
docker_container,47,2025-02-01T17:08:23.954503,10729525461,12790915206,2500841512,42433071,42377,6371471720,1568105137,77247854,99270144,209829888
docker_container_and_daemon,47,2025-02-01T17:08:23.954503,18300392534,21459508985,3854710675,122995362,47198,6991749409,2083417139,130807811,229599499,262221824
wasm_interpreted,49,2025-02-01T17:09:21.261478,7748272352692,6960831905942,2089644823113,8616414052,7637094,3498903314325,1184115457929,26132768063,220332360,344031232
wasm_interpreted,50,2025-02-01T17:10:40.512381,7851235187951,7054164310447,2121969268324,8713857543,7717814,3543695177326,1198672116132,26523862450,239502276,364457984
docker_container,48,2025-02-01T17:11:57.525372,66247648023,54307902555,11904099525,70596864,61522,25967997107,10209480602,145897060,127678692,290861056
docker_container_and_daemon,48,2025-02-01T17:11:57.525372,73722010487,58294292530,13393052815,84943333,67089,28116969334,11306235949,192016424,237615514,333012992
docker_container,49,2025-02-01T17:12:52.286814,4407784060,5446369357,1542626125,30909028,27910,6453052800,961860911,61284058,59930624,126050304
docker_container_and_daemon,49,2025-02-01T17:12:52.286814,4893105806,6147624110,1714771912,44900046,31226,12899946784,2018013720,165884095,155648293,170815488
docker_container,50,2025-02-01T17:13:38.979095,2750328592,4504151935,655521397,15636867,16519,1797575657,217934318,19342754,45161677,78405632
docker_container_and_daemon,50,2025-02-01T17:13:38.979095,5456709638,5471851449,2014831878,17622561,18583,3216064824,650923746,35845514,118316344,122773504
