experiment_type,trial_number,start_time,instructions,cpu-cycles,cache-references,cache-misses,page-faults,bus-cycles,branch-instructions,branch-misses,avg_memory_over_time,max_memory_over_time
wasm_aot,18,2025-02-02T18:28:43.778807,20702218783532,22913128569582,12879270434809,10144633096,4718533,11820786267394,2441587866471,132668610383,353253218,440877056
wasm_interpreted,27,2025-02-02T18:29:24.680408,21363544771634,23788837895011,13433224996946,10508373496,4827880,12322695946877,2544617613901,138725922225,270903189,444813312
wasm_interpreted,28,2025-02-02T18:43:31.102230,21999180142335,24634698581216,13990697648416,10980120972,4939286,12831591959000,2645561982304,144629872600,267249375,452157440
wasm_aot,19,2025-02-02T18:57:33.696770,22057280905215,24683902455506,14001777218277,11056480874,5042364,12857695705319,2654160899705,144813872960,342100050,425185280
wasm_aot,20,2025-02-02T18:58:11.616016,22120361529652,24739816222175,14013352922786,11140417544,5146143,12884823549402,2663592163938,144997222543,343590836,430059520
docker_container,27,2025-02-02T18:58:54.668185,66099086036,53409015031,11555674229,74308519,100659,25488984830,9575776609,146051088,173062024,278085632
docker_container_and_daemon,27,2025-02-02T18:58:54.668185,122186275325,87240251522,24079702456,99041787,105640,37089685206,15889071904,188207556,256736670,320978944
wasm_interpreted,29,2025-02-02T18:59:54.875773,22909539420089,25562468522753,14523003563976,11455209267,5256541,13343207595537,2744835327526,150124107941,242914749,431005696
wasm_aot,21,2025-02-02T19:14:11.940824,22963909205081,25611060260325,14532362125995,11530983369,5358395,13366547694842,2753440729831,150288091710,337162398,439365632
wasm_aot,22,2025-02-02T19:14:51.115507,23030179198443,25672347885426,14543352121709,11612731540,5461720,13391635105728,2763123353331,150467069543,338854647,431575040
wasm_aot,23,2025-02-02T19:15:31.445551,23103323709024,25733843821727,14556041290217,11689349185,5565348,13420813255490,2773365021072,150645452797,347242496,434819072
wasm_interpreted,30,2025-02-02T19:16:14.436548,23799536171275,26482948862049,15053527824495,12073613045,5676538,13768894329774,2840966857245,154927307554,267831770,436862976
wasm_aot,24,2025-02-02T19:30:18.860002,23853948909226,26532774350434,15062498462385,12146025005,5778389,13794054587630,2849249794950,155072689645,344446709,440766464
docker_container,28,2025-02-02T19:30:55.845084,77247984238,59655971269,14167764045,89517151,101063,32359279626,11488309029,165782958,167827336,280555520
docker_container_and_daemon,28,2025-02-02T19:30:55.845084,177973430357,101732573992,62330335555,565399753,106005,129361372029,20148378850,324852896,260326422,331108352
wasm_interpreted,31,2025-02-02T19:31:54.798884,24568055232616,27409971656851,15541792120023,12467457451,5889665,14246067836419,2937816653861,160194456435,264621867,455737344
docker_container,29,2025-02-02T19:46:14.928728,69891884730,60840925924,13451862040,84908364,102749,29033716439,10896522634,160482352,175804175,279474176
docker_container_and_daemon,29,2025-02-02T19:46:14.928728,182962545998,103094363966,42943794222,94636686,108815,48302687102,22890651095,299956953,259467674,327475200
wasm_interpreted,32,2025-02-02T19:47:10.605587,25291458044232,28306133205288,16025286956246,12819518597,5999596,14706079187987,3027484540374,165255107609,268634900,450035712
wasm_interpreted,33,2025-02-02T20:01:04.491342,26007487814730,29168442233521,16500798563143,13144174574,6108846,15129893049857,3118506109712,170467608950,268012750,443981824
docker_container,30,2025-02-02T20:14:52.385645,69096972098,60872777303,12804115930,80936304,103257,29145570546,10704697772,159717189,164390684,273506304
docker_container_and_daemon,30,2025-02-02T20:14:52.385645,143526470835,71020631759,31725647560,111719608,108787,34975907478,20386466266,296861235,258336449,320483328
wasm_aot,25,2025-02-02T20:15:48.791158,26075136477644,29228044830026,16513572120466,13229040561,6212676,15158631725638,3128464540209,170650505472,326513169,432406528
docker_container,31,2025-02-02T20:16:35.875644,37742378159,32850239600,7087721169,53428996,92904,16502509123,5662533714,118629860,149902482,249450496
docker_container_and_daemon,31,2025-02-02T20:16:35.875644,91602458085,50380102427,15518097217,87283165,97509,17317485885,10228031828,146022246,248621568,301830144
wasm_aot,26,2025-02-02T20:17:35.120975,26143532394956,29287575195194,16526330169662,13312702028,6316748,15188655503785,3139165698709,170840296938,365990453,423596032
wasm_aot,27,2025-02-02T20:18:24.538004,26211103802675,29344412248673,16540744665932,13397247719,6420370,15219723373204,3149044563341,170983312716,337471554,405254144
wasm_aot,28,2025-02-02T20:19:11.664066,26278830050068,29409168313325,16553350095394,13477499885,6524010,15249508532855,3159359057872,171183378343,342576728,405921792
docker_container,32,2025-02-02T20:19:59.696206,62366465090,51423097218,11536202988,74779912,100439,27942700257,10373992619,144791905,128141312,276070400
docker_container_and_daemon,32,2025-02-02T20:19:59.696206,124697020502,68878681330,27727608077,92421576,106496,40231517317,16519940010,214036763,248090795,326152192
wasm_aot,29,2025-02-02T20:20:59.712860,26350422855335,29470199558388,16570378340680,13559684165,6627261,15283186811149,3170897027491,171330542396,334243117,415703040
wasm_aot,30,2025-02-02T20:21:52.824352,26420829869959,29529043902316,16584562614110,13645850098,6730998,15314449929680,3180980697087,171489528329,341932627,413618176
wasm_aot,31,2025-02-02T20:22:41.079007,26491744928020,29588783339009,16595628352060,13728414971,6834507,15344968329931,3191982395002,171659948039,336131319,410931200
docker_container,33,2025-02-02T20:23:29.606563,65759862056,57151667754,11930214952,77481156,101159,29044320019,11022568318,150724963,117535403,279474176
