experiment_type,trial_number,start_time,instructions,cpu-cycles,cache-references,cache-misses,page-faults,bus-cycles,branch-instructions,branch-misses,major-faults,minor-faults,avg_memory_over_time,max_memory_over_time,cpu_total_utilization,cpu_user_utilization,cpu_system_utilization
wasm_aot,1,2025-02-17T12:55:50.515586,28443530733.0,24032517238.0,5455419520.0,35878696.0,34465.0,13170938312.0,4127573440.0,138929038.0,175.0,34290.0,103585280.0,136986624.0,47.79,45.29,1.8
docker_container,1,2025-02-17T12:56:06.931400,47354812103.0,38779278557.0,8487647813.0,44153929.0,18292.0,20224299538.0,7472578708.0,153221221.0,164.0,18129.0,77732181.33,90013696.0,47.9,45.62,2.28
docker_container_and_daemon,1,2025-02-17T12:56:06.931400,58581824359.16,50366962799.23,10235631203.51,90963968.63,19431.31,24008071589.63,9087228798.7,255337868.7,175.7,19256.59,148858880.0,159715328.0,48.22,45.7,2.52
wasm_interpreted,1,2025-02-17T12:56:27.976279,54316612623.0,54670105709.0,26506562715.0,45217338.0,40401.0,27811644316.0,7770469747.0,360228757.0,356.0,40045.0,122917027.84,144580608.0,29.94,29.36,0.56
docker_container,2,2025-02-17T12:57:08.079546,69005621341.0,59659713221.0,12847172090.0,52062825.0,18582.0,29564707917.0,12318030242.0,157078611.0,112.0,18466.0,81395230.12,90263552.0,46.93,44.71,2.22
docker_container_and_daemon,2,2025-02-17T12:57:08.079546,71476882673.97,61730210283.53,13343877017.56,62061454.5,19161.62,30884703330.91,12728124929.0,383368772.0,115.47,19042.19,144861622.86,155328512.0,46.99,44.73,2.27
docker_container,3,2025-02-17T12:57:39.534180,91984309011.0,67601462875.0,15365459879.0,59322072.0,17615.0,34243627466.0,14157499035.0,135206115.0,13.0,17554.0,55486779.08,58703872.0,52.19,49.72,2.47
docker_container_and_daemon,3,2025-02-17T12:57:39.534180,100499684172.72,74571770120.83,16732001718.06,82313731.82,18250.38,38094554625.68,15395237835.34,456320609.63,11.84,18189.02,118784754.53,122785792.0,52.24,49.73,2.51
wasm_aot,2,2025-02-17T12:58:20.191382,41568110499.0,35428863870.0,7884369759.0,43885393.0,34466.0,18345302061.0,6992171905.0,141841331.0,256.0,34210.0,122085376.0,131698688.0,48.33,46.43,1.83
wasm_interpreted,2,2025-02-17T12:58:41.317445,86234567359.0,82811589592.0,24912755172.0,83966142.0,39910.0,30404333415.0,7939294404.0,331759829.0,26.0,39884.0,99488026.48,112930816.0,35.32,34.62,0.68
