experiment_type,trial_number,start_time,wall-time-seconds
native,1,2025-02-17T15:28:26.997122,9.31
wasm_interpreted,1,2025-02-17T15:28:36.522274,34.69
native,2,2025-02-17T15:29:11.228162,8.28
native,3,2025-02-17T15:29:19.520558,8.37
wasm_aot,1,2025-02-17T15:29:27.898239,8.94
docker,1,2025-02-17T15:29:36.854356,11.12
docker,2,2025-02-17T15:29:48.198612,9.62
wasm_interpreted,2,2025-02-17T15:29:58.007104,33.89
wasm_interpreted,3,2025-02-17T15:30:31.904521,33.66
native,4,2025-02-17T15:31:05.576921,7.52
docker,3,2025-02-17T15:31:13.112416,9.46
docker,4,2025-02-17T15:31:22.759326,9.46
docker,5,2025-02-17T15:31:32.407641,9.47
native,5,2025-02-17T15:31:42.075459,8.7
native,6,2025-02-17T15:31:50.789525,8.63
wasm_aot,2,2025-02-17T15:31:59.436228,8.87
docker,6,2025-02-17T15:32:08.317208,9.89
native,7,2025-02-17T15:32:18.391715,8.2
docker,7,2025-02-17T15:32:26.608286,9.85
docker,8,2025-02-17T15:32:36.647822,9.74
wasm_aot,3,2025-02-17T15:32:46.578196,8.69
wasm_aot,4,2025-02-17T15:32:55.282662,9.11
wasm_aot,5,2025-02-17T15:33:04.406013,9.17
wasm_aot,6,2025-02-17T15:33:13.587696,8.96
docker,9,2025-02-17T15:33:22.557825,10.24
native,8,2025-02-17T15:33:33.000340,8.47
native,9,2025-02-17T15:33:41.479725,9.0
wasm_aot,7,2025-02-17T15:33:50.493738,8.92
wasm_interpreted,4,2025-02-17T15:33:59.422398,34.08
native,10,2025-02-17T15:34:33.516865,7.78
wasm_aot,8,2025-02-17T15:34:41.310755,8.49
docker,10,2025-02-17T15:34:49.810588,9.77
docker,11,2025-02-17T15:34:59.781823,9.93
wasm_aot,9,2025-02-17T15:35:09.904303,8.76
wasm_aot,10,2025-02-17T15:35:18.678329,8.99
wasm_interpreted,5,2025-02-17T15:35:27.683236,34.18
wasm_aot,11,2025-02-17T15:36:01.877177,8.24
native,11,2025-02-17T15:36:10.134003,8.31
wasm_interpreted,6,2025-02-17T15:36:18.453679,33.98
wasm_interpreted,7,2025-02-17T15:36:52.444599,33.53
wasm_interpreted,8,2025-02-17T15:37:25.983709,33.8
docker,12,2025-02-17T15:37:59.790234,8.9
native,12,2025-02-17T15:38:08.869369,7.4
wasm_aot,12,2025-02-17T15:38:16.285378,8.37
wasm_interpreted,9,2025-02-17T15:38:24.667826,33.75
native,13,2025-02-17T15:38:58.426788,7.45
wasm_interpreted,10,2025-02-17T15:39:05.891059,33.78
native,14,2025-02-17T15:39:39.679182,7.19
wasm_aot,13,2025-02-17T15:39:46.881048,8.29
native,15,2025-02-17T15:39:55.186229,7.92
wasm_interpreted,11,2025-02-17T15:40:03.117169,33.83
native,16,2025-02-17T15:40:36.957464,7.38
wasm_interpreted,12,2025-02-17T15:40:44.344912,33.9
docker,13,2025-02-17T15:41:18.258049,8.77
docker,14,2025-02-17T15:41:27.209140,9.11
native,17,2025-02-17T15:41:36.499998,7.76
wasm_aot,14,2025-02-17T15:41:44.272034,8.76
wasm_interpreted,13,2025-02-17T15:41:53.047656,33.9
wasm_interpreted,14,2025-02-17T15:42:26.963827,33.54
native,18,2025-02-17T15:43:00.511429,7.35
wasm_interpreted,15,2025-02-17T15:43:07.869626,33.77
wasm_aot,15,2025-02-17T15:43:41.649203,7.8
wasm_aot,16,2025-02-17T15:43:49.463531,8.29
wasm_interpreted,16,2025-02-17T15:43:57.761448,33.81
docker,15,2025-02-17T15:44:31.583250,8.76
wasm_interpreted,17,2025-02-17T15:44:40.530051,33.65
docker,16,2025-02-17T15:45:14.193804,8.75
native,19,2025-02-17T15:45:23.113221,7.61
docker,17,2025-02-17T15:45:30.730996,9.08
wasm_aot,17,2025-02-17T15:45:39.987966,8.25
docker,18,2025-02-17T15:45:48.247366,9.32
wasm_interpreted,18,2025-02-17T15:45:57.752245,33.74
docker,19,2025-02-17T15:46:31.500012,8.62
wasm_aot,18,2025-02-17T15:46:40.296836,7.98
wasm_interpreted,19,2025-02-17T15:46:48.284516,33.94
wasm_interpreted,20,2025-02-17T15:47:22.232273,33.67
native,20,2025-02-17T15:47:55.909454,7.45
wasm_aot,19,2025-02-17T15:48:03.373707,8.19
docker,20,2025-02-17T15:48:11.573269,9.05
wasm_aot,20,2025-02-17T15:48:20.808180,8.14
