experiment_type,trial_number,start_time,instructions,cpu-cycles,cache-references,cache-misses,page-faults,bus-cycles,branch-instructions,branch-misses,major-faults,minor-faults,avg_memory_over_time,max_memory_over_time,cpu_total_utilization,cpu_user_utilization,cpu_system_utilization
wasm_interpreted,6,2025-02-17T16:07:31.471669,121724567301.0,104093274691.0,33361314204.0,110506828.0,59737.0,49230929486.0,17218001005.0,429360535.0,68.0,59669.0,154948130.13,179585024.0,41.22,40.04,1.16
docker_container,6,2025-02-17T16:08:42.808541,129631690701.0,101227180848.0,22228984087.0,88373077.0,25492.0,48437891115.0,20379537143.0,193175189.0,537.0,24956.0,153162183.11,173260800.0,46.58,44.25,2.34
docker_container_and_daemon,6,2025-02-17T16:08:42.808541,134301416029.88,103723487285.09,22935201313.51,113646792.2,26367.8,51604586368.45,20992957331.05,341517983.14,549.41,25819.41,199545903.26,213647360.0,46.67,44.28,2.39
wasm_interpreted,7,2025-02-17T16:09:52.234855,127661119437.0,109504451163.0,38420203380.0,94533083.0,61212.0,56888680893.0,19593813305.0,383515684.0,0.0,61212.0,151611086.98,169332736.0,41.86,40.66,1.2
wasm_aot,6,2025-02-17T16:11:08.483890,100456520947.0,79484180621.0,18101599916.0,77707868.0,54000.0,39487114723.0,16249923196.0,184324494.0,92.0,53908.0,148210324.65,169390080.0,51.65,49.38,2.31
docker_container,7,2025-02-17T16:11:58.674662,123901518880.0,95736274238.0,22677337714.0,87500021.0,24597.0,50697797004.0,20156647316.0,176410205.0,0.0,24542.0,107826553.26,123379712.0,48.21,45.89,2.32
docker_container_and_daemon,7,2025-02-17T16:11:58.674662,128220293957.12,98489892678.33,23585555119.68,90699673.63,25827.3,61609067635.45,20775687419.04,228435708.07,2.09,25769.38,152679680.0,161218560.0,48.28,45.91,2.37
docker_container,8,2025-02-17T16:13:08.005867,115125787928.0,92728384165.0,20120464639.0,80785070.0,24071.0,44934592920.0,18660690276.0,175497176.0,0.0,24067.0,75950592.0,85884928.0,44.34,42.19,2.15
docker_container_and_daemon,8,2025-02-17T16:13:08.005867,120343583890.34,97055478842.46,21083418317.61,92847063.76,24879.55,46464049928.71,19376284354.58,323964765.16,0.0,24875.52,122986435.76,126103552.0,44.39,42.21,2.18
wasm_aot,7,2025-02-17T16:14:20.706044,107592603457.0,82976096418.0,19070861396.0,79743372.0,51877.0,42157533261.0,17373953019.0,184517057.0,99.0,51778.0,137511480.89,162250752.0,54.23,52.08,2.13
wasm_interpreted,8,2025-02-17T16:15:14.952518,118526900406.0,107895858340.0,36231843826.0,99837790.0,60624.0,55672401088.0,19136085363.0,440519532.0,78.0,60546.0,153331396.92,171626496.0,41.41,40.05,1.36
native,6,2025-02-17T16:16:28.971931,102897559045.0,77616043192.0,18092552389.0,77084323.0,23834.0,40491005765.0,17167795898.0,173493143.0,77.0,23757.0,98122112.0,105312256.0,52.24,50.2,2.14
docker_container,9,2025-02-17T16:17:18.804092,132273301316.0,101719460577.0,23591449949.0,85906079.0,24759.0,52734575143.0,21745792422.0,203866495.0,490.0,24270.0,142732421.57,164896768.0,46.62,44.23,2.4
docker_container_and_daemon,9,2025-02-17T16:17:18.804092,138636942044.09,107758570114.27,24861603378.26,119179732.6,26236.72,55229620857.25,22772292601.25,329251123.81,502.14,25735.6,190514594.25,202969088.0,46.75,44.27,2.49
native,7,2025-02-17T16:18:33.548271,108771422742.0,82391442296.0,18748829813.0,80938152.0,25129.0,41185183900.0,17484676665.0,166827011.0,0.0,25129.0,81618183.31,87760896.0,53.45,51.5,2.03
docker_container,10,2025-02-17T16:19:25.798588,130014910537.0,100607964517.0,23007979934.0,87800389.0,23406.0,49622211395.0,20658756184.0,171376578.0,0.0,23403.0,74282052.27,83210240.0,49.07,46.7,2.37
docker_container_and_daemon,10,2025-02-17T16:19:25.798588,135724915920.78,104388149643.39,25269786185.85,136928545.01,24320.13,54202909917.38,22003592088.13,461364308.05,1.03,24315.07,116760141.58,122363904.0,49.21,46.75,2.46
wasm_interpreted,9,2025-02-17T16:20:35.108516,132917471652.0,111548163408.0,35449214514.0,99054798.0,59690.0,55423537267.0,19255312522.0,402317290.0,13.0,59677.0,138037878.15,166866944.0,42.64,41.34,1.3
wasm_aot,8,2025-02-17T16:21:53.970484,109277103219.0,84441628064.0,18802687452.0,80736322.0,51930.0,41750084580.0,17089557069.0,194042244.0,43.0,51887.0,138927659.89,166899712.0,53.61,51.54,2.02
wasm_aot,9,2025-02-17T16:22:45.365720,105776369321.0,82482807497.0,18912583001.0,82223065.0,54018.0,42577529183.0,18072463400.0,184467038.0,0.0,54018.0,139738018.91,150446080.0,54.26,52.05,2.18
wasm_interpreted,10,2025-02-17T16:23:37.858954,133842173676.0,108958628266.0,37601566646.0,90665406.0,58288.0,52370190340.0,18694406402.0,412504225.0,10.0,58278.0,135042513.45,165920768.0,41.44,40.27,1.24
wasm_interpreted,11,2025-02-17T16:24:53.059802,117042823784.0,107674673088.0,31176348476.0,82164667.0,58805.0,49349424685.0,17521153350.0,376925499.0,16.0,58789.0,171172181.33,187183104.0,41.29,40.11,1.28
native,8,2025-02-17T16:26:06.613122,103797522279.0,80611683399.0,18570212650.0,80282472.0,24037.0,39578157281.0,16593245298.0,184418518.0,46.0,23991.0,77385355.64,84029440.0,52.71,50.62,2.08
native,9,2025-02-17T16:26:56.434535,111098500589.0,86884547254.0,19825542161.0,79950738.0,22490.0,44096191489.0,18079706221.0,190203376.0,0.0,22490.0,69940441.21,73879552.0,53.85,51.77,2.05
wasm_interpreted,12,2025-02-17T16:27:48.708164,119298409160.0,110098888757.0,35311106943.0,99403308.0,58551.0,55314056114.0,17394805282.0,416187299.0,1.0,58550.0,133999411.2,148398080.0,41.52,40.29,1.23
native,10,2025-02-17T16:29:03.547531,106675494505.0,82956909281.0,19030388953.0,79298782.0,25044.0,41558203357.0,17810721579.0,174782626.0,0.0,25044.0,84049152.0,87445504.0,55.49,53.57,1.93
docker_container,11,2025-02-17T16:29:53.049257,126705323556.0,97900247547.0,22861046601.0,89017565.0,23537.0,48829198620.0,21498573458.0,175414577.0,117.0,23421.0,113453738.67,127483904.0,45.5,43.06,2.44
docker_container_and_daemon,11,2025-02-17T16:29:53.049257,130722017739.34,100432221980.83,23742652641.3,103893460.34,24139.28,50090113147.5,22225349871.05,357319420.46,119.9,24020.4,158642116.64,165978112.0,45.55,43.09,2.47
wasm_aot,10,2025-02-17T16:31:07.950102,115874080514.0,90423316043.0,20423714699.0,87937822.0,51594.0,44683039160.0,18660807390.0,184631830.0,0.0,51594.0,112297642.67,145051648.0,53.32,51.2,2.11
wasm_interpreted,13,2025-02-17T16:32:03.976227,127268257392.0,106563732371.0,38248954718.0,92828149.0,58994.0,53923134325.0,18576582862.0,418819215.0,1.0,58993.0,137358273.31,165814272.0,42.03,40.79,1.21
docker_container,12,2025-02-17T16:33:19.755406,127647547394.0,100449909885.0,22582291538.0,84693205.0,24654.0,49253284963.0,20505215345.0,184840680.0,206.0,24449.0,106947340.19,120197120.0,46.85,44.53,2.32
docker_container_and_daemon,12,2025-02-17T16:33:19.755406,131690616764.34,103294029606.44,23462154337.19,128112275.67,26028.17,53098157998.23,21241355633.46,392843559.9,211.1,25817.07,150687209.74,158818304.0,46.96,44.57,2.39
docker_container,13,2025-02-17T16:34:32.741038,128917343608.0,98013958362.0,21950098852.0,86044683.0,23478.0,49289702217.0,20244144248.0,181474702.0,0.0,23475.0,78882061.47,83505152.0,48.81,46.55,2.22
docker_container_and_daemon,13,2025-02-17T16:34:32.741038,134375640529.19,100784814408.79,23059840179.21,97783475.84,8603.63,50686646797.36,21066855200.41,263944764.74,0.0,8601.48,119783033.9,123064320.0,48.89,46.57,2.27
docker_container,14,2025-02-17T16:35:40.976458,132124343701.0,100999053931.0,23670652674.0,93321110.0,21813.0,51939541675.0,21321395075.0,180232884.0,0.0,21809.0,69428633.6,75702272.0,50.83,48.53,2.3
docker_container_and_daemon,14,2025-02-17T16:35:40.976458,138645609561.19,117787263107.53,24664072530.85,112350465.87,22391.08,53350200022.39,22355712296.92,386420607.35,0.0,22387.08,111063784.73,115568640.0,50.9,48.55,2.35
native,11,2025-02-17T16:36:50.148340,118354393057.0,89295922780.0,20757593327.0,80483190.0,24606.0,45750242806.0,19298742831.0,184734362.0,2.0,24604.0,82293789.26,85659648.0,53.73,51.63,2.04
native,12,2025-02-17T16:37:46.804012,107549451541.0,85526550583.0,19389161002.0,79393589.0,25151.0,42916107970.0,17830394201.0,176113236.0,0.0,25151.0,84393859.88,87908352.0,55.36,53.38,1.97
docker_container,15,2025-02-17T16:38:39.128912,116027453497.0,89688637091.0,20436483793.0,81416925.0,24334.0,45617157417.0,19021152012.0,170189151.0,0.0,24331.0,80674816.0,89251840.0,45.03,42.77,2.26
docker_container_and_daemon,15,2025-02-17T16:38:39.128912,121441837194.14,98885780369.75,21500455689.61,115968793.15,25117.02,48212275333.43,19879495378.35,243708136.92,2.08,25109.83,124724117.01,128946176.0,45.15,42.8,2.35
native,13,2025-02-17T16:39:49.119668,120350197540.0,92026098808.0,20489042367.0,84501260.0,24705.0,45835132515.0,19032311952.0,184928292.0,48.0,24657.0,81156216.47,87191552.0,53.72,51.84,2.04
wasm_interpreted,14,2025-02-17T16:40:45.945802,144872447715.0,119628667702.0,43898131392.0,107425441.0,59040.0,61461062532.0,21250394162.0,376489815.0,50.0,58990.0,137227824.3,165314560.0,42.78,41.35,1.42
native,14,2025-02-17T16:42:03.990366,104666333959.0,83535691869.0,18463633861.0,77785360.0,24109.0,40570120729.0,17534113157.0,192394105.0,41.0,24068.0,115097190.4,120672256.0,52.56,50.77,1.74
wasm_aot,11,2025-02-17T16:42:55.286376,115590622184.0,88783517850.0,20108285274.0,83638992.0,51991.0,44256228449.0,18492595265.0,183996596.0,42.0,51949.0,121413163.89,129216512.0,53.65,51.41,2.23
docker_container,16,2025-02-17T16:43:50.263672,119351522562.0,93325400912.0,20730327574.0,85119528.0,23936.0,46323475223.0,20233172149.0,182983847.0,13.0,23924.0,108810798.55,121663488.0,46.13,43.81,2.33
docker_container_and_daemon,16,2025-02-17T16:43:50.263672,127506770866.07,95635791907.42,22037337523.18,104874757.03,24960.4,47474198620.83,21184154784.84,307935983.14,8.46,24948.23,154588459.32,160239616.0,46.2,43.82,2.38
docker_container,17,2025-02-17T16:44:59.391101,104757579487.0,81411526907.0,18236893729.0,73428840.0,23564.0,39826084281.0,17015350171.0,147709422.0,0.0,23555.0,75275995.43,86134784.0,42.12,40.08,2.04
docker_container_and_daemon,17,2025-02-17T16:44:59.391101,112405046138.09,84670794173.42,19768611666.51,105595609.86,24529.35,41420664785.18,17954490149.48,223250247.95,1.05,24519.26,122421248.0,125730816.0,42.21,40.12,2.09
wasm_aot,12,2025-02-17T16:46:07.853552,123130858836.0,93827762831.0,21575233157.0,89303812.0,53713.0,46264642257.0,19406786312.0,181673530.0,28.0,53685.0,157375812.68,169218048.0,52.96,50.75,2.2
wasm_aot,13,2025-02-17T16:47:06.421070,106986779657.0,84540678118.0,19939380516.0,82798616.0,53697.0,42944147412.0,18059306953.0,177240662.0,1.0,53696.0,129969453.18,139849728.0,52.75,50.61,1.97
native,15,2025-02-17T16:48:00.447685,127251310334.0,96115130378.0,22571086128.0,87567197.0,24261.0,50651855172.0,21477434159.0,190921408.0,0.0,24261.0,86060845.95,91586560.0,53.43,51.44,2.04
wasm_aot,14,2025-02-17T16:49:00.516117,120999706036.0,94460879801.0,21824965636.0,88895276.0,51550.0,47101676910.0,19739711898.0,185493937.0,0.0,51550.0,114961203.2,141656064.0,54.91,52.82,2.17
native,16,2025-02-17T16:49:57.859197,114759547833.0,87494681159.0,20333788210.0,82875428.0,24261.0,45397195220.0,18711870719.0,187454699.0,0.0,24261.0,78647061.94,84467712.0,53.89,51.72,2.16
wasm_interpreted,15,2025-02-17T16:50:52.430979,126083229038.0,109828674265.0,33619935272.0,95473444.0,59402.0,52445881038.0,19228236514.0,412794960.0,44.0,59358.0,137706797.18,152813568.0,41.56,40.5,1.22
wasm_aot,15,2025-02-17T16:52:07.565162,100969661819.0,79207101387.0,19030028168.0,81357036.0,54234.0,41155674571.0,16779246224.0,169943174.0,0.0,54234.0,129219490.91,140640256.0,52.42,50.4,2.0
native,17,2025-02-17T16:52:58.605078,104874492548.0,83089243369.0,18540154991.0,77832912.0,24014.0,40636637700.0,16548093969.0,176307095.0,0.0,24014.0,77735873.94,83226624.0,52.76,50.86,2.1
wasm_aot,16,2025-02-17T16:53:49.721161,117322583692.0,90387044084.0,21214565347.0,88004450.0,53829.0,45283591086.0,19027559986.0,178455443.0,0.0,53829.0,123488794.95,132685824.0,54.12,51.93,2.17
wasm_interpreted,16,2025-02-17T16:54:45.456629,119722993170.0,104036221169.0,32738104114.0,100960905.0,59677.0,50575095995.0,17030523314.0,415844729.0,0.0,59677.0,140989168.33,153006080.0,41.67,40.55,1.12
docker_container,18,2025-02-17T16:56:00.789609,123891015749.0,96501294178.0,22304127878.0,86720121.0,23279.0,47347008351.0,20288615434.0,185952398.0,0.0,23276.0,107028658.09,119095296.0,47.15,44.76,2.39
docker_container_and_daemon,18,2025-02-17T16:56:00.789609,131824927522.9,103207019836.21,25153264291.15,118201735.63,24674.73,51856714872.71,21376160382.87,457291209.97,0.0,24670.68,150826945.94,158449664.0,47.29,44.81,2.48
wasm_interpreted,17,2025-02-17T16:57:10.874627,125506819094.0,106480724951.0,33777761194.0,93403011.0,60093.0,52346501877.0,18928310704.0,413592327.0,0.0,60093.0,140592190.69,155471872.0,43.52,42.17,1.34
docker_container,19,2025-02-17T16:58:27.682237,142883239602.0,108089201500.0,24025756172.0,95479684.0,22375.0,51074977596.0,21441273833.0,189394310.0,95.0,22281.0,100827136.0,113328128.0,51.83,49.12,2.71
docker_container_and_daemon,19,2025-02-17T16:58:27.682237,152512813735.6,113481820800.69,26835123729.57,194163230.37,23830.0,55986042297.41,23560999193.96,280576659.48,101.54,23728.47,147214458.27,154013696.0,52.0,49.18,2.82
wasm_interpreted,18,2025-02-17T16:59:38.087675,147499652236.0,124596758491.0,41301883137.0,102981683.0,58209.0,63880374111.0,23481236549.0,427524038.0,149.0,58060.0,159482880.0,190046208.0,40.14,38.57,1.55
wasm_aot,17,2025-02-17T17:01:18.527476,100589370198.0,78965489887.0,18029171569.0,78764572.0,53881.0,39616922033.0,16300223063.0,171521358.0,185.0,53696.0,166645495.74,176066560.0,52.08,49.9,2.06
native,18,2025-02-17T17:02:09.276439,107699621415.0,86559983673.0,19170908111.0,79826284.0,24750.0,41357495350.0,17234398447.0,186755641.0,21.0,24729.0,84290218.67,87998464.0,53.0,51.11,1.89
wasm_interpreted,19,2025-02-17T17:03:01.574215,125326532882.0,115222246760.0,35763454933.0,96121494.0,59780.0,57432437940.0,18405598674.0,417407986.0,5.0,59775.0,137327395.14,166002688.0,42.26,41.01,1.25
native,19,2025-02-17T17:04:18.156106,106154263602.0,83013375348.0,18655902780.0,80050049.0,24388.0,40952903174.0,17076663834.0,188799679.0,0.0,24388.0,78646656.0,84746240.0,55.58,53.67,1.88
docker_container,20,2025-02-17T17:05:07.003217,124982350408.0,98286089333.0,22510299279.0,86429360.0,24860.0,49877488608.0,20020586238.0,194381598.0,541.0,24320.0,148439930.43,170737664.0,43.5,41.22,2.27
docker_container_and_daemon,20,2025-02-17T17:05:07.003217,132863587889.11,100667572822.05,24304335561.36,130023852.73,26015.61,51085831363.07,20988934350.11,362356795.2,554.34,25462.29,196633453.71,209424384.0,43.57,41.26,2.32
wasm_aot,18,2025-02-17T17:06:23.316402,118868908582.0,92905349949.0,21140350042.0,84224880.0,52585.0,47626373512.0,19551342440.0,185321842.0,50.0,52535.0,159361024.0,167211008.0,53.69,51.46,2.2
wasm_aot,19,2025-02-17T17:07:21.022979,112215595521.0,84691885566.0,20188401562.0,84133412.0,54000.0,45188261112.0,18164844352.0,188506635.0,0.0,54000.0,130214128.94,135483392.0,52.54,52.93,1.99
wasm_interpreted,20,2025-02-17T17:08:15.698517,136766083983.0,120315571795.0,38292496243.0,114483472.0,59766.0,59797813837.0,20667675802.0,474336974.0,0.0,59766.0,140514886.27,165920768.0,43.82,42.44,1.38
native,20,2025-02-17T17:09:32.899772,115149107756.0,89935193041.0,19727806124.0,80368473.0,24713.0,43498321907.0,18420031420.0,189395954.0,16.0,24697.0,104318373.65,109703168.0,53.46,51.37,2.06
wasm_aot,20,2025-02-17T17:10:26.476001,106149904713.0,83079719129.0,19105443087.0,82031100.0,53999.0,42032423256.0,17798086086.0,180050496.0,4.0,53995.0,129739956.71,133648384.0,53.87,51.83,1.94
