experiment_type,trial_number,start_time,wall-time-seconds
wasm_aot,1,2025-02-17T19:19:01.307815,12.69
wasm_interpreted,1,2025-02-17T19:19:14.182600,36.88
wasm_interpreted,2,2025-02-17T19:19:51.073076,36.33
wasm_interpreted,3,2025-02-17T19:20:27.409892,36.17
docker,1,2025-02-17T19:21:03.590541,16.62
native,1,2025-02-17T19:21:20.442822,10.1
docker,2,2025-02-17T19:21:30.550676,11.88
docker,3,2025-02-17T19:21:42.625574,12.02
wasm_interpreted,4,2025-02-17T19:21:54.866861,36.41
native,2,2025-02-17T19:22:31.297056,9.97
wasm_interpreted,5,2025-02-17T19:22:41.273751,36.02
docker,4,2025-02-17T19:23:17.305379,13.12
wasm_aot,2,2025-02-17T19:23:30.637656,11.4
wasm_aot,3,2025-02-17T19:23:42.047691,11.35
native,3,2025-02-17T19:23:53.412926,10.71
wasm_interpreted,6,2025-02-17T19:24:04.132060,36.44
docker,5,2025-02-17T19:24:40.578403,13.45
docker,6,2025-02-17T19:24:54.404686,11.96
wasm_aot,4,2025-02-17T19:25:06.588849,11.01
docker,7,2025-02-17T19:25:17.608069,12.84
docker,8,2025-02-17T19:25:30.668201,11.93
native,4,2025-02-17T19:25:42.813898,10.97
wasm_aot,5,2025-02-17T19:25:53.794885,11.77
docker,9,2025-02-17T19:26:05.573805,13.63
native,5,2025-02-17T19:26:19.426600,10.82
docker,10,2025-02-17T19:26:30.254529,12.52
native,6,2025-02-17T19:26:42.996541,10.9
wasm_interpreted,7,2025-02-17T19:26:53.905806,37.02
docker,11,2025-02-17T19:27:30.933754,13.32
docker,12,2025-02-17T19:27:44.461408,11.79
native,7,2025-02-17T19:27:56.469124,10.46
wasm_aot,6,2025-02-17T19:28:06.944026,12.08
docker,13,2025-02-17T19:28:19.046895,12.65
docker,14,2025-02-17T19:28:31.935768,12.09
wasm_aot,7,2025-02-17T19:28:44.222513,11.67
native,8,2025-02-17T19:28:55.906548,11.01
wasm_aot,8,2025-02-17T19:29:06.926671,11.79
wasm_interpreted,8,2025-02-17T19:29:18.730819,36.7
docker,15,2025-02-17T19:29:55.445669,13.51
docker,16,2025-02-17T19:30:09.149770,12.18
wasm_interpreted,9,2025-02-17T19:30:21.558431,36.64
wasm_interpreted,10,2025-02-17T19:30:58.208874,36.11
wasm_interpreted,11,2025-02-17T19:31:34.331111,35.94
docker,17,2025-02-17T19:32:10.277697,13.01
wasm_aot,9,2025-02-17T19:32:23.469995,10.77
docker,18,2025-02-17T19:32:34.246436,12.97
native,9,2025-02-17T19:32:47.414827,10.43
wasm_aot,10,2025-02-17T19:32:57.854714,11.33
wasm_interpreted,12,2025-02-17T19:33:09.196402,36.34
wasm_aot,11,2025-02-17T19:33:45.544491,10.91
wasm_interpreted,13,2025-02-17T19:33:56.466072,36.26
native,10,2025-02-17T19:34:32.737550,9.89
wasm_interpreted,14,2025-02-17T19:34:42.636787,35.99
wasm_aot,12,2025-02-17T19:35:18.636371,10.66
native,11,2025-02-17T19:35:29.311194,10.33
wasm_interpreted,15,2025-02-17T19:35:39.652691,36.29
wasm_aot,13,2025-02-17T19:36:15.950165,11.02
native,12,2025-02-17T19:36:26.976821,10.36
wasm_interpreted,16,2025-02-17T19:36:37.357607,36.33
wasm_interpreted,17,2025-02-17T19:37:13.697534,35.86
wasm_interpreted,18,2025-02-17T19:37:49.569402,36.16
wasm_interpreted,19,2025-02-17T19:38:25.737241,35.82
wasm_aot,14,2025-02-17T19:39:01.571760,10.25
wasm_aot,15,2025-02-17T19:39:11.839990,10.62
docker,19,2025-02-17T19:39:22.471398,13.82
native,13,2025-02-17T19:39:36.470525,10.13
native,14,2025-02-17T19:39:46.611172,10.48
wasm_aot,16,2025-02-17T19:39:57.104514,11.32
native,15,2025-02-17T19:40:08.434925,10.64
native,16,2025-02-17T19:40:19.085051,10.71
wasm_aot,17,2025-02-17T19:40:29.810164,11.47
docker,20,2025-02-17T19:40:41.291369,13.08
native,17,2025-02-17T19:40:54.608456,10.7
wasm_aot,18,2025-02-17T19:41:05.318259,11.53
native,18,2025-02-17T19:41:16.869832,11.07
wasm_aot,19,2025-02-17T19:41:27.957245,11.75
native,19,2025-02-17T19:41:39.716977,11.02
wasm_aot,20,2025-02-17T19:41:50.751397,11.78
wasm_interpreted,20,2025-02-17T19:42:02.546059,36.49
native,20,2025-02-17T19:42:39.043089,10.17
