experiment_type,trial_number,start_time,wall-time-seconds
native,1,2025-02-17T17:11:17.991276,9.16
wasm_aot,1,2025-02-17T17:11:27.345052,9.86
native,2,2025-02-17T17:11:37.217169,9.29
wasm_aot,2,2025-02-17T17:11:46.520116,9.87
wasm_interpreted,1,2025-02-17T17:11:56.406434,34.78
docker,1,2025-02-17T17:12:31.204954,13.2
wasm_interpreted,2,2025-02-17T17:12:44.595296,34.82
native,3,2025-02-17T17:13:19.430257,8.17
wasm_aot,3,2025-02-17T17:13:27.610032,9.31
docker,2,2025-02-17T17:13:36.933898,11.41
wasm_interpreted,3,2025-02-17T17:13:48.557891,34.64
wasm_interpreted,4,2025-02-17T17:14:23.210027,35.77
native,4,2025-02-17T17:14:58.991328,8.1
wasm_interpreted,5,2025-02-17T17:15:07.109650,34.26
native,5,2025-02-17T17:15:41.375987,8.13
wasm_aot,4,2025-02-17T17:15:49.523574,8.93
docker,3,2025-02-17T17:15:58.463555,10.89
wasm_aot,5,2025-02-17T17:16:09.547136,8.88
docker,4,2025-02-17T17:16:18.436352,10.27
docker,5,2025-02-17T17:16:28.935567,9.92
wasm_aot,6,2025-02-17T17:16:39.066504,9.29
native,6,2025-02-17T17:16:48.363547,8.58
native,7,2025-02-17T17:16:56.953064,8.75
wasm_interpreted,6,2025-02-17T17:17:05.714155,34.55
wasm_interpreted,7,2025-02-17T17:17:40.282046,34.1
wasm_interpreted,8,2025-02-17T17:18:14.392970,34.02
wasm_interpreted,9,2025-02-17T17:18:48.420119,34.02
wasm_interpreted,10,2025-02-17T17:19:22.451599,34.01
docker,6,2025-02-17T17:19:56.476228,9.84
native,8,2025-02-17T17:20:06.490017,7.75
wasm_interpreted,11,2025-02-17T17:20:14.246782,33.96
wasm_aot,7,2025-02-17T17:20:48.217516,8.23
docker,7,2025-02-17T17:20:56.456254,9.8
docker,8,2025-02-17T17:21:06.452850,9.28
wasm_aot,8,2025-02-17T17:21:15.922341,9.09
docker,9,2025-02-17T17:21:25.028453,10.36
wasm_aot,9,2025-02-17T17:21:35.568572,8.71
wasm_interpreted,12,2025-02-17T17:21:44.286321,34.47
docker,10,2025-02-17T17:22:18.766243,10.53
native,9,2025-02-17T17:22:29.494763,8.15
docker,11,2025-02-17T17:22:37.654935,9.6
docker,12,2025-02-17T17:22:47.435099,9.76
wasm_aot,10,2025-02-17T17:22:57.380204,8.88
native,10,2025-02-17T17:23:06.275577,8.43
wasm_aot,11,2025-02-17T17:23:14.719868,9.24
native,11,2025-02-17T17:23:23.973459,8.91
docker,13,2025-02-17T17:23:32.897034,10.41
native,12,2025-02-17T17:23:43.511060,8.56
wasm_aot,12,2025-02-17T17:23:52.088646,9.23
native,13,2025-02-17T17:24:01.326127,8.92
wasm_interpreted,13,2025-02-17T17:24:10.253430,34.48
wasm_aot,13,2025-02-17T17:24:44.743097,8.58
native,14,2025-02-17T17:24:53.332303,8.49
wasm_interpreted,14,2025-02-17T17:25:01.835017,34.22
docker,14,2025-02-17T17:25:36.073648,10.25
wasm_interpreted,15,2025-02-17T17:25:46.533578,34.25
native,15,2025-02-17T17:26:20.798161,8.15
native,16,2025-02-17T17:26:28.959239,8.4
wasm_aot,14,2025-02-17T17:26:37.375606,9.03
wasm_interpreted,16,2025-02-17T17:26:46.420865,34.26
docker,15,2025-02-17T17:27:20.689412,10.14
wasm_aot,15,2025-02-17T17:27:31.007064,8.48
wasm_interpreted,17,2025-02-17T17:27:39.495403,34.64
docker,16,2025-02-17T17:28:14.144780,10.02
wasm_aot,16,2025-02-17T17:28:24.366879,8.8
wasm_aot,17,2025-02-17T17:28:33.174528,8.91
wasm_interpreted,18,2025-02-17T17:28:42.099507,34.24
native,17,2025-02-17T17:29:16.354446,8.09
native,18,2025-02-17T17:29:24.459805,8.25
docker,17,2025-02-17T17:29:32.716466,10.3
wasm_interpreted,19,2025-02-17T17:29:43.198422,34.2
docker,18,2025-02-17T17:30:17.411887,9.83
wasm_aot,18,2025-02-17T17:30:27.419799,8.83
native,19,2025-02-17T17:30:36.262480,8.23
wasm_aot,19,2025-02-17T17:30:44.499205,8.94
docker,19,2025-02-17T17:30:53.448793,10.14
docker,20,2025-02-17T17:31:03.796385,9.88
native,20,2025-02-17T17:31:13.867472,8.43
wasm_interpreted,20,2025-02-17T17:31:22.312853,34.31
wasm_aot,20,2025-02-17T17:31:56.632069,8.87
