deployment-mechanism,trial-number,start-time,cpu-cycles,instructions,cache-misses,cache-references,bus-cycles,page-faults,branch-instructions,branch-misses,major-faults,minor-faults,avg-memory-over-time-sampled,max-memory-over-time-sampled,max-memory-over-time,cpu-total-utilization,cpu-user-utilization,cpu-system-utilization
docker_container,1,2025-03-29T16:00:44.652874,39006169266.0,49296447356.0,55533955.0,8897353832.0,20027465032.0,48058.0,7844783935.0,112722890.0,544.0,47515.0,180823276.31,254943232.0,265318400.0,9.99,9.46,0.53
docker_container_and_daemon,1,2025-03-29T16:00:44.652874,39994256267.58,49726896639.7,56539781.09,9141759381.75,20912559913.49,51483.86,7940754137.87,117017699.81,566.68,50908.9,216901526.98000002,296501248.0,371970048.0,10.06,9.48,0.5800000000000001
docker_container_and_daemon_extra_overhead,1,2025-03-29T16:00:44.652874,39985305921.58,49724138941.7,56454637.09,9140963125.75,20906679609.49,51483.86,7940499425.87,116927608.81,566.68,50908.9,180873110.98000002,260472832.0,265318400.0,10.06,9.48,0.5800000000000001
wasm_aot,1,2025-03-29T16:04:07.139311,97857152709.0,120882084351.0,136257690.0,21702846989.0,48108856582.0,94718.0,18674424513.0,255831178.0,728.0,93990.0,262135261.87,330174464.0,330436608.0,53.55,51.8,1.74
docker_container,2,2025-03-29T16:05:35.011446,192630071056.0,245068536223.0,181489357.0,42437815769.0,92005644518.0,50107.0,39576454222.0,289790541.0,531.0,49577.0,214335488.0,264712192.0,274821120.0,50.01,47.96,2.05
docker_container_and_daemon,2,2025-03-29T16:05:35.011446,193754875594.29,246498891954.21,183600319.74,42751606997.55,92450914961.57,52814.27,39723597681.83,294119256.23,572.98,52208.5,253186760.35,304529408.0,381472768.0,50.11,47.99,2.11
docker_container_and_daemon_extra_overhead,2,2025-03-29T16:05:35.011446,193754875594.29,246498891954.21,183600319.74,42751606997.55,92450914961.57,52814.27,39723597681.83,294119256.23,572.98,52208.5,220459720.35,271802368.0,274821120.0,50.11,47.99,2.11
docker_container,3,2025-03-29T16:08:39.280294,136861620641.0,180512560460.0,136446820.0,31139373889.0,66688889238.0,53478.0,28062475444.0,212536536.0,0.0,53476.0,128454174.12,146386944.0,153944064.0,38.58,37.02,1.56
docker_container_and_daemon,3,2025-03-29T16:08:39.280294,138819804571.51,181270907289.83,137504407.0,31235987536.68,67364399398.46,53754.62,28108100859.19,216566299.39,2.07,53746.41,169346362.56,187359232.0,260595712.0,38.64,37.040000000000006,1.6
docker_container_and_daemon_extra_overhead,3,2025-03-29T16:08:39.280294,138798823520.51,181268586829.83,137385050.0,31234815300.68,67357711110.46,53754.62,28107791904.19,216412481.39,2.07,53746.41,129955130.56,147968000.0,153944064.0,38.64,37.040000000000006,1.6
