deployment-mechanism,trial-number,start-time,cpu-cycles,instructions,cache-misses,cache-references,bus-cycles,page-faults,branch-instructions,branch-misses,major-faults,minor-faults,avg-memory-over-time-sampled,max-memory-over-time-sampled,max-memory-over-time,cpu-total-utilization,cpu-user-utilization,cpu-system-utilization
native,1,2025-03-29T09:27:09.345590,56525062956.0,67293509614.0,80787886.0,12609623989.0,28293583300.0,32541.0,11251148832.0,193794848.0,453.0,32088.0,188848007.53,190013440.0,190128128.0,38.5,37.43,1.07
docker_container,1,2025-03-29T09:28:14.438947,130999086839.0,174185392650.0,123530937.0,30778488628.0,65688296705.0,30285.0,28109631476.0,218765958.0,539.0,29747.0,173839094.52,195530752.0,195616768.0,48.03,45.92,2.11
docker_container_and_daemon,1,2025-03-29T09:28:14.438947,132518480131.24,175441927267.38,125667357.25,31237382150.63,67181354745.3,36609.54,28240732888.5,230726163.11,662.09,35906.03,220475766.52,243556352.0,302268416.0,48.17,45.96,2.21
docker_container_and_daemon_extra_overhead,1,2025-03-29T09:28:14.438947,132512927799.24,175441128967.38,125631273.25,31237084321.63,67172719741.3,36609.54,28240697350.5,230710338.11,662.09,35906.03,189940086.52,213020672.0,195616768.0,48.17,45.96,2.21
docker_container,2,2025-03-29T09:30:29.789110,124384864476.0,161697341071.0,113985644.0,28893827302.0,62911569156.0,28411.0,27520843376.0,219211217.0,0.0,28410.0,101063635.48,112103424.0,112353280.0,51.29,49.04,2.25
docker_container_and_daemon,2,2025-03-29T09:30:29.789110,126703248247.62,163236580432.4,114625050.07,29397808440.17,63711498119.76,28496.29,27739586896.56,229596875.56,1.04,28494.25,150705293.66,161763328.0,219004928.0,51.339999999999996,49.07,2.27
docker_container_and_daemon_extra_overhead,2,2025-03-29T09:30:29.789110,126689574957.62,162506290167.4,114517371.07,29396963974.17,63705152175.76,28496.29,27739172980.56,229514135.56,1.04,28494.25,102118541.66,113176576.0,112353280.0,51.33,49.07,2.26
docker_container,3,2025-03-29T09:32:36.130683,120620374757.0,159548047671.0,114500443.0,28202083226.0,61244895665.0,28193.0,26608229455.0,216492596.0,0.0,28192.0,114650965.33,126173184.0,126287872.0,49.12,46.95,2.17
docker_container_and_daemon,3,2025-03-29T09:32:36.130683,122489192197.18,161180763262.2,115138814.43,28714845065.22,61606546370.03,28206.73,26818456290.82,221480291.79,0.0,28205.73,164449420.98,176205824.0,232939520.0,49.169999999999995,46.970000000000006,2.1999999999999997
docker_container_and_daemon_extra_overhead,3,2025-03-29T09:32:36.130683,122477438171.18,159903292514.2,115062930.43,28713674298.22,61600491927.03,28206.73,26818085649.82,221402812.79,0.0,28205.73,115006604.97999999,126763008.0,126287872.0,49.16,46.970000000000006,2.1999999999999997
docker_container,4,2025-03-29T09:34:45.427120,77007187086.0,99096034911.0,77859968.0,17823499289.0,38186262112.0,26252.0,16038845585.0,154384589.0,0.0,26250.0,97505792.0,109785088.0,110813184.0,28.46,27.23,1.22
docker_container_and_daemon,4,2025-03-29T09:34:45.427120,78396852048.81,99755849793.51,78456051.12,18094822982.33,38874931428.27,26673.07,16155046604.54,154945778.44,1.05,26670.01,146230715.73,158871552.0,217464832.0,28.51,27.240000000000002,1.26
docker_container_and_daemon_extra_overhead,4,2025-03-29T09:34:45.427120,77007187086.0,99096034911.0,77859968.0,17823499289.0,38669846828.27,26660.07,16123582636.54,154384589.0,1.05,26657.01,97505792.0,109785088.0,110813184.0,28.46,27.23,1.25
native,2,2025-03-29T09:36:57.858068,63888229875.0,71584712106.0,80881432.0,13547212894.0,29549089092.0,29731.0,11984730393.0,200275273.0,242.0,29489.0,129860039.11,142299136.0,142401536.0,55.62,53.97,1.63
native,3,2025-03-29T09:37:55.939640,59176233550.0,71783824494.0,79788451.0,13208253666.0,29411576143.0,27713.0,10919049198.0,191554813.0,0.0,27713.0,95734613.33,103337984.0,103452672.0,57.78,56.23,1.52
native,4,2025-03-29T09:38:51.903578,55205740926.0,66813245593.0,80834819.0,12794679805.0,28536854394.0,27098.0,11018732846.0,204422875.0,0.0,27098.0,90899602.29,97726464.0,97841152.0,57.84,56.53,1.56
native,5,2025-03-29T09:39:45.635821,58909651110.0,70490451419.0,82430346.0,13414089890.0,29690479415.0,29405.0,11227964309.0,192800565.0,0.0,29405.0,100132961.52,104685568.0,105005056.0,60.86,59.19,1.52
docker_container,5,2025-03-29T09:40:39.860735,123111749721.0,164474124912.0,118745485.0,29068054579.0,62647647342.0,29734.0,25840968807.0,216737457.0,160.0,29575.0,123124438.71,134242304.0,134565888.0,51.2,49.03,2.16
docker_container_and_daemon,5,2025-03-29T09:40:39.860735,129011019177.31,169701412923.4,119422321.76,30649986501.1,65436854422.02,29793.52,26429432669.57,243769157.98,163.13,29631.39,171703583.85,183083008.0,241217536.0,51.25,49.050000000000004,2.19
docker_container_and_daemon_extra_overhead,5,2025-03-29T09:40:39.860735,129003816124.31,169699477151.4,119363862.76,30649277406.1,65431422958.02,29793.52,26429204147.57,243725217.98,163.13,29631.39,127495455.85,138874880.0,134565888.0,51.25,49.050000000000004,2.19
wasm_aot,1,2025-03-29T09:42:45.467953,64465991152.0,76847720395.0,89735293.0,14410982907.0,32307768428.0,65775.0,12365879617.0,198503246.0,264.0,65511.0,171885568.0,206422016.0,206422016.0,56.15,54.13,2.02
wasm_aot,2,2025-03-29T09:43:45.012991,64521804014.0,77815313113.0,93672551.0,13875231501.0,32918142730.0,67999.0,12360281652.0,208612545.0,182.0,67817.0,189577461.76,222265344.0,222265344.0,54.39,52.48,1.95
docker_container,6,2025-03-29T09:44:44.738608,123474301340.0,158519525178.0,116458277.0,28693618111.0,62041919160.0,29858.0,26528769644.0,223080650.0,538.0,29318.0,147729486.77,165216256.0,165330944.0,48.59,46.35,2.24
docker_container_and_daemon,6,2025-03-29T09:44:44.738608,129698056342.67,163867893682.7,117269440.25,29884111395.5,64525697123.25,30793.65,26983468015.02,237902600.57,538.0,30252.61,195027245.38,213086208.0,271982592.0,48.64,46.370000000000005,2.27
docker_container_and_daemon_extra_overhead,6,2025-03-29T09:44:44.738608,129698056342.67,163867893682.7,117269440.25,29884111395.5,64525697123.25,30793.65,26983468015.02,237902600.57,538.0,30252.61,150602029.38,168660992.0,165330944.0,48.64,46.370000000000005,2.27
docker_container,7,2025-03-29T09:46:52.884450,83300549970.0,105988430931.0,82116191.0,18105658691.0,38716085412.0,27201.0,16116349531.0,151288077.0,0.0,27199.0,99911192.38,108552192.0,108740608.0,31.92,30.44,1.47
docker_container_and_daemon,7,2025-03-29T09:46:52.884450,89278952383.17,112397925881.89,82475794.96,20039345276.01,41489446784.03,27260.95,16741734643.26,167510525.66,0.0,27258.95,147125784.38,155787264.0,215392256.0,31.950000000000003,30.450000000000003,1.49
docker_container_and_daemon_extra_overhead,7,2025-03-29T09:46:52.884450,89276621438.17,112396980943.89,82452109.96,18908345275.01,41487431772.03,27260.95,16360261636.26,167481050.66,0.0,27258.95,100013592.38,108675072.0,108740608.0,31.950000000000003,30.450000000000003,1.49
wasm_aot,3,2025-03-29T09:49:00.041903,60576660940.0,71301392887.0,81736430.0,13764450026.0,31798407128.0,67451.0,12206929144.0,198730573.0,196.0,67255.0,184421744.64,218996736.0,218996736.0,55.16,53.18,1.99
docker_container,8,2025-03-29T09:49:58.832584,126609693819.0,169317690183.0,119464844.0,29528848383.0,64659202413.0,30243.0,27689897126.0,215673175.0,363.0,29881.0,146262589.44,162410496.0,162713600.0,48.81,46.61,2.2
docker_container_and_daemon,8,2025-03-29T09:49:58.832584,131120552846.46,175249098517.54,120319255.0,30789774026.56,66793223948.72,30563.59,28130582366.73,226917267.15,367.11,30197.48,195190884.82,211628032.0,269365248.0,48.88,46.65,2.23
docker_container_and_daemon_extra_overhead,8,2025-03-29T09:49:58.832584,131114824221.46,175247702065.54,120285423.0,30789090439.56,66788539275.72,30563.59,28130387126.73,226839741.15,367.11,30197.48,147345508.82,163782656.0,162713600.0,48.88,46.65,2.23
docker_container,9,2025-03-29T09:52:13.058149,123083385543.0,163104328152.0,122741750.0,28302296490.0,61888497400.0,29585.0,26171259554.0,219129353.0,7.0,29575.0,118437349.05,131182592.0,131297280.0,50.01,47.88,2.14
