deployment-mechanism,trial-number,start-time,cpu-cycles,instructions,cache-misses,cache-references,bus-cycles,page-faults,branch-instructions,branch-misses,major-faults,minor-faults,avg-memory-over-time-sampled,max-memory-over-time-sampled,max-memory-over-time,cpu-total-utilization,cpu-user-utilization,cpu-system-utilization
wasm_aot,1,2025-03-28T20:38:13.195788,33175329463.0,37236431283.0,41937649.0,6583130436.0,15963758649.0,33488.0,5406382713.0,132443572.0,772.0,32716.0,167282005.33,178581504.0,179105792.0,43.95,42.12,1.6
native,1,2025-03-28T20:38:55.996387,23428714220.0,25255726511.0,35438572.0,4910456431.0,10952763520.0,18572.0,3796588344.0,125703373.0,23.0,18549.0,53553152.0,64724992.0,65060864.0,55.07,52.99,1.66
native,2,2025-03-28T20:39:28.474173,19842415936.0,21784710454.0,27842220.0,4083886597.0,10311683414.0,17650.0,3395012066.0,120185102.0,0.0,17650.0,53987328.0,63873024.0,64348160.0,61.51,60.43,1.61
docker_container,1,2025-03-28T20:39:59.816482,59244067152.0,74711394597.0,51785275.0,13627338369.0,30517944817.0,18697.0,13207446248.0,149920976.0,540.0,18158.0,106008576.0,118333440.0,118333440.0,47.3,45.13,2.16
docker_container_and_daemon,1,2025-03-28T20:39:59.816482,66613823535.06,80785348153.03,55346946.74,15933288462.46,32593468621.48,19501.9,13817021033.04,162444812.3,540.0,18959.73,160716970.67000002,173051904.0,224907264.0,47.44,45.18,2.25
docker_container_and_daemon_extra_overhead,1,2025-03-28T20:39:59.816482,66606244888.06,79448207046.03,55293722.74,15693078127.46,32591798281.48,19501.9,13711826793.04,162401369.3,540.0,18959.73,106920106.67,119255040.0,118333440.0,47.43,45.18,2.24
wasm_aot,2,2025-03-28T20:41:14.142446,23614678150.0,24956219169.0,34491916.0,4917180234.0,12238606707.0,33715.0,4032313651.0,133341296.0,41.0,33674.0,87540167.11,106844160.0,112156672.0,52.49,50.29,1.92
native,3,2025-03-28T20:41:47.771321,24456085411.0,27061864189.0,31166558.0,4957303073.0,11348981042.0,17633.0,4038548036.0,135996807.0,2.0,17631.0,59892224.0,70758400.0,71217152.0,52.69,59.06,1.44
wasm_aot,3,2025-03-28T20:42:20.853499,22135046981.0,23125965035.0,32149632.0,4299939207.0,10707802073.0,32943.0,3684723772.0,142025811.0,12.0,32931.0,71958528.0,87674880.0,96010240.0,52.48,50.3,1.68
wasm_aot,4,2025-03-28T20:42:52.714552,22670218991.0,26374298097.0,34828912.0,4700737098.0,11314217716.0,33397.0,3263153956.0,135684475.0,0.0,33397.0,76438966.86,95195136.0,95457280.0,52.53,50.46,1.6
native,4,2025-03-28T20:43:24.838662,21828261335.0,23155082458.0,30031315.0,4202002365.0,9485557586.0,17996.0,3236596844.0,120427259.0,2.0,17994.0,63591765.33,68190208.0,68419584.0,46.92,45.72,0.98
wasm_aot,5,2025-03-28T20:43:56.798982,25208492172.0,28553423232.0,37099026.0,5320335069.0,13574064264.0,33751.0,4604765807.0,140853353.0,1.0,33750.0,79733646.22,90525696.0,95506432.0,55.03,52.81,1.95
wasm_aot,6,2025-03-28T20:44:29.717328,21163231802.0,22771272758.0,35108656.0,4800061885.0,11325411800.0,33724.0,4116023280.0,145395415.0,20.0,33704.0,91707619.56,117391360.0,117653504.0,47.39,45.47,1.68
native,5,2025-03-28T20:45:02.711206,20021360735.0,20671654591.0,25420047.0,4012611832.0,9785382131.0,17643.0,3192986801.0,143557946.0,16.0,17627.0,51816448.0,65351680.0,66072576.0,49.84,48.74,1.38
native,6,2025-03-28T20:45:33.714925,22187194316.0,25232348808.0,30782313.0,4342718645.0,10555574157.0,18553.0,3630697873.0,135424258.0,0.0,18553.0,51673965.71,62713856.0,63172608.0,56.45,54.59,1.46
wasm_aot,7,2025-03-28T20:46:04.875543,23076363269.0,23744479869.0,32482533.0,4535419162.0,11135361334.0,33136.0,3661207121.0,129420379.0,0.0,33136.0,88713898.67,95449088.0,95522816.0,51.75,59.89,1.38
wasm_aot,8,2025-03-28T20:46:36.679204,25493340187.0,25541613365.0,33621990.0,5191711680.0,12738438925.0,32939.0,4026862848.0,132199284.0,0.0,32939.0,72465261.71,87199744.0,95502336.0,52.19,50.45,1.6
