deployment-mechanism,trial-number,start-time,cpu-cycles,instructions,cache-misses,cache-references,bus-cycles,page-faults,branch-instructions,branch-misses,major-faults,minor-faults,avg-memory-over-time-sampled,max-memory-over-time-sampled,max-memory-over-time,cpu-total-utilization,cpu-user-utilization,cpu-system-utilization
native,1,2025-03-28T21:25:26.083034,55610977143.0,67935199312.0,55674032.0,12284031369.0,27958871083.0,33545.0,11534198303.0,113926556.0,0.0,33545.0,66322724.57,66641920.0,103342080.0,32.35,30.87,1.49
wasm_aot,1,2025-03-28T21:26:39.982167,28618391519.0,33296110512.0,41958539.0,6712967035.0,14443483255.0,41241.0,5168535055.0,116961251.0,114.0,41127.0,126889642.67,140292096.0,140550144.0,54.84,52.93,1.9
wasm_aot,2,2025-03-28T21:27:20.951105,29779970304.0,35492131941.0,49206890.0,6787126418.0,14958318783.0,40600.0,4707669728.0,126839705.0,3.0,40597.0,106656488.73,128544768.0,129019904.0,52.07,50.15,1.74
wasm_aot,3,2025-03-28T21:27:58.158455,29667837473.0,35585587268.0,44360996.0,6642241966.0,16134159597.0,39760.0,4837833674.0,127559404.0,0.0,39760.0,110755095.27,126197760.0,126672896.0,52.75,50.82,1.75
native,2,2025-03-28T21:28:35.609703,24287242486.0,26361295613.0,36084151.0,5107658822.0,13473406805.0,33253.0,4284266195.0,140189204.0,43.0,33210.0,62406656.0,93597696.0,104841216.0,57.43,55.1,1.98
wasm_aot,4,2025-03-28T21:29:10.964133,24462943551.0,28620951109.0,41990234.0,5411847368.0,12246373998.0,40546.0,4232422041.0,136562312.0,11.0,40535.0,101614796.8,119455744.0,119914496.0,51.0,49.57,1.52
docker_container,1,2025-03-28T21:29:45.458960,56549951514.0,68170168360.0,56514557.0,12825174290.0,28701227763.0,33785.0,11225795268.0,141167626.0,537.0,33245.0,96343740.63,108355584.0,139100160.0,42.98,40.79,2.19
docker_container_and_daemon,1,2025-03-28T21:29:45.458960,61841951550.33,75307470754.85,57541136.93,14892618688.19,30611147032.38,34969.47,11979393201.72,160191393.72,539.08,34413.85,144479477.51999998,156647424.0,245673984.0,43.11,40.839999999999996,2.27
docker_container_and_daemon_extra_overhead,1,2025-03-28T21:29:45.458960,61838803479.33,73895950437.85,57528952.93,14441173580.19,30610418069.38,34969.47,11792089107.72,160181007.72,539.08,34413.85,99632373.52,111800320.0,139100160.0,43.11,40.839999999999996,2.27
native,3,2025-03-28T21:31:02.345129,27710422685.0,32455401633.0,42013412.0,5864876805.0,13330947207.0,33331.0,4996473838.0,130020440.0,2.0,33329.0,80504604.44,106426368.0,116535296.0,52.08,50.29,1.73
wasm_aot,5,2025-03-28T21:31:38.713200,26693436149.0,31137567081.0,40306285.0,5737700443.0,13807382582.0,40542.0,4521915587.0,115055181.0,2.0,40540.0,100701525.33,118493184.0,118935552.0,53.36,51.58,1.5
native,4,2025-03-28T21:32:14.007736,23768753129.0,26613675528.0,34772849.0,5319016846.0,13000002437.0,33452.0,4045748155.0,128498878.0,2.0,33450.0,73574400.0,94896128.0,105009152.0,51.71,49.99,1.47
docker_container,2,2025-03-28T21:32:48.621180,46068874639.0,57763336715.0,45249182.0,10376819302.0,24080854578.0,34802.0,9775891911.0,133436539.0,236.0,34567.0,75896422.4,84549632.0,111644672.0,36.61,35.04,1.58
docker_container_and_daemon,2,2025-03-28T21:32:48.621180,55298627688.83,65633168402.25,45458305.42,13387029724.92,27920044706.58,34842.08,10786683137.25,157857795.17000002,236.0,34607.08,123541724.55000001,132423680.0,218218496.0,36.64,35.05,1.6
docker_container_and_daemon_extra_overhead,2,2025-03-28T21:32:48.621180,55291902508.83,60374074154.25,45426017.42,12545240451.92,27916514865.58,34842.08,10170488912.25,157811282.17000002,236.0,34607.08,76323036.55000001,85204992.0,111644672.0,36.64,35.05,1.6
docker_container,3,2025-03-28T21:34:03.713661,59247950010.0,75823191703.0,56980247.0,13518026343.0,30256519009.0,32115.0,12428026544.0,139120410.0,19.0,32094.0,76969691.43,105201664.0,117166080.0,50.03,47.74,2.29
docker_container_and_daemon,3,2025-03-28T21:34:03.713661,68847668444.59,87547107000.5,65364913.980000004,17468741198.510002,34141835976.02,32118.25,13866601738.29,154910408.57,19.0,32097.25,124400940.27000001,153006080.0,223739904.0,50.08,47.75,2.33
