deployment-mechanism,trial-number,start-time,cpu-cycles,instructions,cache-misses,cache-references,bus-cycles,page-faults,branch-instructions,branch-misses,major-faults,minor-faults,avg-memory-over-time-sampled,max-memory-over-time-sampled,max-memory-over-time,cpu-total-utilization,cpu-user-utilization,cpu-system-utilization
wasm_aot,1,2025-03-29T12:09:56.272210,92330632599.0,114281096423.0,134854467.0,21237394053.0,45758742607.0,99300.0,17979012134.0,223626447.0,680.0,98620.0,362325953.94,365465600.0,398524416.0,40.43,39.26,1.17
docker_container,1,2025-03-29T12:11:34.918585,121588892294.0,160002921740.0,123780686.0,27773833505.0,59910670945.0,40241.0,24593873745.0,208072831.0,533.0,39708.0,184050005.33,218497024.0,218988544.0,32.62,31.24,1.39
docker_container_and_daemon,1,2025-03-29T12:11:34.918585,124437927416.13,161214513313.35,127972973.27,28341269203.74,60802145223.87,43441.03,24774967740.95,212566284.91,638.22,42738.84,230314325.33,266043392.0,325640192.0,32.72,31.259999999999998,1.47
docker_container_and_daemon_extra_overhead,1,2025-03-29T12:11:34.918585,124437927416.13,161214513313.35,127972973.27,28341269203.74,60802145223.87,43441.03,24774967740.95,212566284.91,638.22,42738.84,198705493.33,234434560.0,218988544.0,32.72,31.259999999999998,1.47
native,1,2025-03-29T12:14:30.578827,96315497821.0,117993433841.0,126222821.0,21708573678.0,48862590282.0,39212.0,19525521238.0,243628490.0,286.0,38926.0,196455570.29,209944576.0,210829312.0,56.87,55.08,1.76
docker_container,2,2025-03-29T12:15:54.364647,169090847944.0,220991619848.0,160604720.0,39052911637.0,83907987585.0,39949.0,36089372274.0,253706711.0,378.0,39569.0,178047488.0,199467008.0,200007680.0,46.19,44.19,1.99
docker_container_and_daemon,2,2025-03-29T12:15:54.364647,169936821044.25,222706938910.1,161385065.19,39641276997.39,84245443297.94,40015.94,36315773649.41,256289619.73,378.0,39635.94,226093731.84,247762944.0,306659328.0,46.23,44.21,2.01
docker_container_and_daemon_extra_overhead,2,2025-03-29T12:15:54.364647,169914343705.25,220991619848.0,161301337.19,39052911637.0,84234971658.94,40015.94,36175120871.41,256162765.73,378.0,39635.94,180923043.84,202592256.0,200007680.0,46.23,44.21,2.01
native,2,2025-03-29T12:18:51.862943,99575989560.0,124227960793.0,125427816.0,22564698797.0,49403186670.0,41470.0,19792361834.0,253245491.0,241.0,41229.0,198723779.05,206008320.0,208961536.0,55.92,54.14,1.74
wasm_aot,2,2025-03-29T12:20:17.806865,95953852194.0,118565421322.0,130596985.0,22372079017.0,48599048108.0,99418.0,19079780667.0,243996559.0,247.0,99171.0,256268180.21,292335616.0,307273728.0,55.35,53.43,1.91
native,3,2025-03-29T12:21:41.243033,92267314111.0,114978601528.0,119624668.0,20912886135.0,45760532440.0,38656.0,17919107461.0,241249278.0,74.0,38582.0,190488037.05,204972032.0,205303808.0,56.01,54.3,1.7
native,4,2025-03-29T12:23:01.117029,94029349144.0,111440906322.0,118913444.0,20344929142.0,45064774326.0,39100.0,18196977873.0,261195776.0,0.0,39100.0,132013217.68,140042240.0,140042240.0,57.39,55.73,1.82
wasm_aot,3,2025-03-29T12:24:19.041105,95545169374.0,118264646759.0,132742112.0,22208644529.0,48328187791.0,99173.0,18701306513.0,243905386.0,99.0,99074.0,227059662.05,237469696.0,269463552.0,58.61,56.73,1.93
native,5,2025-03-29T12:25:39.198337,88139131189.0,108431034892.0,124037584.0,20602979704.0,44337464190.0,38623.0,17927653696.0,238315820.0,4.0,38619.0,185094036.21,197062656.0,197726208.0,56.07,54.29,1.76
native,6,2025-03-29T12:26:57.802045,92048278213.0,114348390990.0,118143638.0,20541757174.0,45163747160.0,39055.0,18061126825.0,251680572.0,0.0,39055.0,135351565.47,139632640.0,140517376.0,58.84,57.14,1.58
docker_container,3,2025-03-29T12:28:14.945791,190682284598.0,254950128002.0,182127030.0,44335711831.0,97408431895.0,38927.0,41882439200.0,291419704.0,540.0,38386.0,170609498.84,186540032.0,187162624.0,53.81,51.5,2.31
docker_container_and_daemon,3,2025-03-29T12:28:14.945791,196000264128.39,260995758203.71,183918642.8,45285512039.42,99972333155.06,41787.77,42394534545.6,296009301.7,553.35,41229.31,215228548.13,231575552.0,293814272.0,53.900000000000006,51.53,2.36
docker_container_and_daemon_extra_overhead,3,2025-03-29T12:28:14.945791,195985439634.39,256500065290.71,183831038.8,45284624406.42,99964785544.06,41787.77,41926396684.6,295880951.7,553.35,41229.31,175366276.13,191713280.0,187162624.0,53.900000000000006,51.53,2.36
docker_container,4,2025-03-29T12:31:11.446594,180322766249.0,238017959655.0,171767443.0,42412066114.0,92309288204.0,40282.0,39693122721.0,278417933.0,0.0,40281.0,142880358.4,160518144.0,161202176.0,52.16,49.97,2.18
docker_container_and_daemon,4,2025-03-29T12:31:11.446594,186332193548.33,242437097694.91,172598467.62,43134497205.03,94758602004.21,40295.75,40286235024.2,287413734.44,0.0,40294.75,190277545.77,208138240.0,267853824.0,52.209999999999994,49.99,2.21
docker_container_and_daemon_extra_overhead,4,2025-03-29T12:31:11.446594,186324409289.33,242434734638.91,172549429.62,43133946944.03,94754659217.21,40295.75,40286025566.2,287359554.44,0.0,40294.75,145303465.77,163164160.0,161202176.0,52.209999999999994,49.99,2.21
native,7,2025-03-29T12:34:06.694388,96090791224.0,120481939194.0,125268801.0,22648932381.0,49761739652.0,39618.0,19963624202.0,255094472.0,2.0,39616.0,173944532.29,185565184.0,186187776.0,57.88,56.15,1.71
native,8,2025-03-29T12:35:30.049295,92644203932.0,115063140118.0,120316374.0,21954957398.0,50437598177.0,40550.0,19717456668.0,252338212.0,0.0,40550.0,150560168.59,159309824.0,159936512.0,57.73,55.87,1.85
wasm_aot,4,2025-03-29T12:36:52.329121,103937110650.0,126317439147.0,134673221.0,22871416914.0,50388796027.0,94549.0,20551985551.0,259304196.0,141.0,94408.0,211484100.47,271282176.0,272855040.0,57.59,55.72,1.75
native,9,2025-03-29T12:38:19.504447,95183215714.0,115795097064.0,118677556.0,21802595238.0,47966183762.0,40799.0,19308071689.0,266972357.0,44.0,40755.0,217162043.08,228290560.0,228511744.0,57.27,55.53,1.69
docker_container,5,2025-03-29T12:39:42.073603,203641835827.0,268670166641.0,182331985.0,45286367201.0,97658667457.0,37737.0,42412492420.0,288311081.0,528.0,37209.0,155451221.33,175624192.0,176173056.0,54.04,51.78,2.26
docker_container_and_daemon,5,2025-03-29T12:39:42.073603,207857132461.1,273862810542.22,183451340.7,46713875420.61,100138516761.04,38102.22,42920643621.76,300189907.86,530.07,37571.11,197483814.78000003,218058752.0,282824704.0,54.089999999999996,51.81,2.2899999999999996
docker_container_and_daemon_extra_overhead,5,2025-03-29T12:39:42.073603,207850534740.1,273862065664.22,183409079.7,46713448379.61,100134619980.04,38102.22,42920546258.76,300137225.86,530.07,37571.11,159329574.78000003,179904512.0,176173056.0,54.089999999999996,51.81,2.2899999999999996
native,10,2025-03-29T12:42:44.966092,100798134344.0,125436816945.0,126106995.0,22123903827.0,47331785962.0,36979.0,19145414117.0,250794950.0,2.0,36977.0,156707596.19,166932480.0,167555072.0,58.13,56.23,1.88
wasm_aot,5,2025-03-29T12:44:09.014633,95242593570.0,118188681543.0,126209839.0,21869290550.0,49320235311.0,95575.0,19343553153.0,250896896.0,104.0,95471.0,211396120.38,267911168.0,269021184.0,58.07,56.12,1.94
wasm_aot,6,2025-03-29T12:45:31.249366,97177848859.0,122324454703.0,134153341.0,22215172248.0,48713882633.0,98028.0,19252111056.0,243339857.0,38.0,97990.0,281819185.95,340430848.0,340975616.0,56.53,54.6,1.91
docker_container,6,2025-03-29T12:46:55.377277,153402716054.0,205742450325.0,149571497.0,36444604175.0,78373990160.0,38612.0,33352427762.0,251482085.0,537.0,38074.0,159536014.22,190517248.0,191008768.0,41.25,39.44,1.82
docker_container_and_daemon,6,2025-03-29T12:46:55.377277,156324506114.67,211995530341.79,151087183.45,38177125590.28,79661920642.66,40746.02,33937792586.69,253142601.21,541.16,40198.67,198198977.42000002,229625856.0,297660416.0,41.33,39.47,1.86
docker_container_and_daemon_extra_overhead,6,2025-03-29T12:46:55.377277,156324506114.67,211995530341.79,151087183.45,38177125590.28,79661920642.66,40746.02,33937792586.69,253142601.21,541.16,40198.67,164091585.42000002,195518464.0,191008768.0,41.33,39.47,1.86
wasm_aot,7,2025-03-29T12:49:57.189151,101379835587.0,123121083827.0,130609300.0,22857738470.0,50539924645.0,98570.0,20172431883.0,256323639.0,336.0,98234.0,248152254.51,264933376.0,298373120.0,57.5,55.59,1.89
native,11,2025-03-29T12:51:23.310025,96839865734.0,115519217195.0,119596095.0,20891275376.0,47062183502.0,37817.0,19004799120.0,245117592.0,33.0,37784.0,186157056.0,199540736.0,200159232.0,57.04,55.19,1.83
docker_container,7,2025-03-29T12:52:45.927127,170115133167.0,220589050945.0,159779479.0,38835668129.0,84373819998.0,39894.0,36840920423.0,258864237.0,538.0,39357.0,167694870.26,190459904.0,190738432.0,46.69,44.65,2.04
