deployment-mechanism,trial-number,start-time,cpu-cycles,instructions,cache-misses,cache-references,bus-cycles,page-faults,branch-instructions,branch-misses,major-faults,minor-faults,avg-memory-over-time-sampled,max-memory-over-time-sampled,max-memory-over-time,cpu-total-utilization,cpu-user-utilization,cpu-system-utilization
native,1,2025-03-30T10:12:24.530708+00:00,12417775175.0,6482759702.0,24290536.0,1626933106.0,4952646275.0,51062.0,825599185.0,41236782.0,101.0,50961.0,116777984.0,166699008.0,176349184.0,28.39,27.17,2.88
docker_container,1,2025-03-30T10:13:34.283267+00:00,16459244061.0,13016876436.0,41768886.0,2441703532.0,7695289044.0,50697.0,1267961264.0,80135180.0,525.0,50172.0,162723328.0,245100544.0,271212544.0,19.91,18.29,1.61
docker_container_and_daemon,1,2025-03-30T10:13:34.283267+00:00,17123304555.31,13440578228.81,43183674.75,2565785881.94,7885009667.25,55512.0,1314101358.81,81653193.12,544.12,54925.12,206960128.0,290267136.0,375259136.0,20.39,18.48,1.9000000000000001
docker_container_and_daemon_extra_overhead,1,2025-03-30T10:13:34.283267+00:00,17117850271.31,13436991500.81,43102622.75,2563986226.94,7875440960.25,55345.0,1313432967.81,81561370.12,525.0,54793.12,173653094.4,255979520.0,271212544.0,20.36,18.48,1.87
docker_container,2,2025-03-30T10:14:22.881425+00:00,15384703104.0,12929084056.0,38365053.0,2114607133.0,5794296000.0,51150.0,1155311310.0,67167453.0,24.0,51124.0,116107673.6,154312704.0,182603776.0,33.51,31.06,2.45
docker_container_and_daemon,2,2025-03-30T10:14:22.881425+00:00,15499957232.75,13329809869.75,38810265.5,2269078383.0,5857817325.0,52185.0,1238351852.5,68868998.0,25.25,52157.75,162415411.2,200839168.0,286650368.0,33.79,31.25,2.56
docker_container_and_daemon_extra_overhead,2,2025-03-30T10:14:22.881425+00:00,15499564166.75,13329713621.75,38808399.5,2269064477.0,5857595291.0,52185.0,1238348925.5,68866394.0,25.25,52157.75,116994867.19999999,155418624.0,182603776.0,33.79,31.25,2.56
native,2,2025-03-30T10:15:04.047154+00:00,11156314342.0,6464342979.0,28768523.0,1515972786.0,4358737127.0,51106.0,638108067.0,70286788.0,488.0,50618.0,148018907.43,246996992.0,258682880.0,24.1,21.04,2.55
native,3,2025-03-30T10:15:34.774389+00:00,10636797462.0,7910001352.0,32143425.0,1818362289.0,5593351162.0,50102.0,854607813.0,68402120.0,0.0,50102.0,95458099.2,158822400.0,189931520.0,31.05,27.98,2.58
native,4,2025-03-30T10:16:02.221630+00:00,6581190678.0,5391924444.0,17649996.0,1178156430.0,3311023977.0,50105.0,661573623.0,42054203.0,0.0,50105.0,117481472.0,182079488.0,206381056.0,29.56,22.88,2.47
native,5,2025-03-30T10:16:30.146996+00:00,9824748130.0,7686972442.0,29146498.0,1755027845.0,5939185790.0,50871.0,967902473.0,72017864.0,0.0,50871.0,102672793.6,165314560.0,176738304.0,35.69,32.24,2.79
docker_container,3,2025-03-30T10:16:56.950760+00:00,12101693310.0,10598704851.0,32965048.0,2047959867.0,5447110177.0,50996.0,996394473.0,81316277.0,433.0,50564.0,141544106.67,224051200.0,233680896.0,22.51,20.27,2.24
docker_container_and_daemon,3,2025-03-30T10:16:56.950760+00:00,13128267054.39,12003615062.66,33260704.5,2267587445.37,5705615393.44,51069.68,1147722832.35,81519247.89,433.0,50637.68,185701717.33999997,268423168.0,337727488.0,22.680000000000003,20.29,2.4000000000000004
docker_container_and_daemon_extra_overhead,3,2025-03-30T10:16:56.950760+00:00,13125855944.39,12003113290.66,33247092.5,2231560500.37,5704797588.44,51069.68,1137147622.35,81503165.89,433.0,50637.68,144926037.33999997,227647488.0,233680896.0,22.67,20.29,2.39
docker_container,4,2025-03-30T10:17:39.763789+00:00,13468719928.0,10937840787.0,35668645.0,2309020966.0,6839742841.0,50053.0,1501881023.0,77900251.0,0.0,50051.0,121565866.67,175783936.0,186953728.0,32.12,29.5,2.62
docker_container_and_daemon,4,2025-03-30T10:17:39.763789+00:00,14178610756.95,11956770896.9,36260361.93,2575346907.64,6902513263.56,50152.76,1623465891.22,78469811.26,0.0,50149.54,166673749.34,221118464.0,291000320.0,32.55,29.63,2.92
docker_container_and_daemon_extra_overhead,4,2025-03-30T10:17:39.763789+00:00,14177768119.95,11956561418.9,36256161.93,2575289900.64,6902143471.56,50152.76,1623451531.22,78465114.26,0.0,50149.54,121830741.34,176275456.0,186953728.0,32.55,29.63,2.92
native,6,2025-03-30T10:18:20.708948+00:00,7744865503.0,5655084349.0,21784969.0,1388314046.0,4054323291.0,50738.0,656159968.0,45879843.0,415.0,50323.0,143056896.0,236748800.0,247648256.0,23.36,20.76,2.6
wasm_aot,1,2025-03-30T10:18:50.170927+00:00,8713541147.0,6908338765.0,30727507.0,1775774352.0,5675310834.0,103330.0,902445627.0,81391772.0,431.0,102899.0,157238418.29,259207168.0,333594624.0,23.52,19.83,3.36
docker_container,5,2025-03-30T10:19:21.287652+00:00,14549472185.0,11516526012.0,39702903.0,2309191925.0,6728357446.0,50920.0,1235392705.0,87896739.0,526.0,50394.0,167038520.89,280182784.0,291356672.0,23.61,21.48,2.06
docker_container_and_daemon,5,2025-03-30T10:19:21.287652+00:00,14833975349.18,12174595756.55,41099525.24,2681797415.4700003,6860418883.47,53643.75,1382113293.8600001,89269967.2,535.64,53099.54,209487644.45,322838528.0,395403264.0,24.2,21.67,2.46
