deployment-mechanism,trial-number,start-time,cpu-cycles,instructions,cache-misses,cache-references,bus-cycles,page-faults,branch-instructions,branch-misses,major-faults,minor-faults,avg-memory-over-time-sampled,max-memory-over-time-sampled,max-memory-over-time,cpu-total-utilization,cpu-user-utilization,cpu-system-utilization
native,1,2025-03-28T23:22:14.678484,52606013243.0,65627735069.0,64893323.0,11949114100.0,26769551536.0,23681.0,10568482094.0,170053739.0,517.0,23164.0,151886941.09,155475968.0,156057600.0,51.65,50.17,1.49
wasm_aot,1,2025-03-28T23:23:14.881387,44469171686.0,53395151507.0,60894713.0,10054632365.0,22792122796.0,46336.0,8119928204.0,160801310.0,314.0,46022.0,127820231.11,143962112.0,152330240.0,57.62,55.5,1.94
wasm_aot,2,2025-03-28T23:24:03.159957,45522137815.0,53981704676.0,63215488.0,9861809423.0,21763462379.0,45756.0,7786938537.0,160985647.0,56.0,45700.0,137364821.33,158101504.0,160727040.0,56.44,54.53,1.85
wasm_aot,3,2025-03-28T23:24:50.967550,43066957741.0,48889915725.0,57402918.0,8475897757.0,19741003874.0,46213.0,7365980604.0,173038178.0,43.0,46170.0,111989248.0,124403712.0,129261568.0,53.0,51.06,1.87
native,2,2025-03-28T23:25:36.817597,41567858390.0,46720508140.0,56391414.0,8429638762.0,19932054095.0,23154.0,7465743008.0,175292044.0,16.0,23138.0,79384283.43,89243648.0,89657344.0,55.96,54.08,1.78
native,3,2025-03-28T23:26:20.723205,40890877539.0,50668831376.0,61477947.0,10205800850.0,22607993489.0,22887.0,8338851929.0,180495963.0,0.0,22887.0,72045025.88,80531456.0,80945152.0,61.66,59.91,1.67
docker_container,1,2025-03-28T23:27:05.027536,70483948320.0,92064265991.0,73262454.0,16725281560.0,37879289059.0,23204.0,14693100293.0,177324314.0,540.0,22665.0,129223258.35,148668416.0,148795392.0,36.76,35.03,1.72
docker_container_and_daemon,1,2025-03-28T23:27:05.027536,77593205371.47,98062998225.11,77991453.97,18894166776.55,40342678346.99,24666.96,15375866320.45,197168795.53,546.31,24117.44,167477248.0,187191296.0,255369216.0,36.86,35.06,1.79
docker_container_and_daemon_extra_overhead,1,2025-03-28T23:27:05.027536,77587392255.47,98060633727.11,77957633.97,18258652904.55,40338083105.99,24666.96,14949421247.45,197126918.53,546.31,24117.44,133795840.0,153509888.0,148795392.0,36.86,35.06,1.79
native,4,2025-03-28T23:28:46.127844,44831967631.0,52371892188.0,60941218.0,9909751582.0,22343085054.0,23469.0,8632964123.0,190523638.0,484.0,22985.0,113266460.44,129937408.0,130654208.0,54.04,52.15,1.81
native,5,2025-03-28T23:29:33.832916,41635539434.0,46584266700.0,55899385.0,8794152741.0,20404894774.0,23212.0,7592946765.0,179189587.0,0.0,23212.0,83916214.86,87568384.0,87977984.0,56.19,54.5,1.57
wasm_aot,4,2025-03-28T23:30:17.817249,43074774852.0,51066110319.0,58949328.0,9536633058.0,21658604561.0,46744.0,8228977697.0,182103378.0,174.0,46570.0,136448000.0,153886720.0,159768576.0,54.43,52.42,1.95
wasm_aot,5,2025-03-28T23:31:04.658986,43650480964.0,52032573317.0,55490329.0,8519255924.0,21141545511.0,47037.0,7746490151.0,164408348.0,96.0,46941.0,130857984.0,139337728.0,141557760.0,56.92,55.05,1.81
native,6,2025-03-28T23:31:50.961063,44209523990.0,54838898984.0,63338423.0,9977397937.0,22435364676.0,22818.0,8500706268.0,187881827.0,27.0,22791.0,91601980.24,101494784.0,101838848.0,56.9,55.26,1.57
docker_container,2,2025-03-28T23:32:36.879989,86034909792.0,108827365820.0,76194769.0,19200672219.0,42066586731.0,19724.0,18102686223.0,175974456.0,533.0,19192.0,98282609.78,113475584.0,117096448.0,43.97,42.11,1.85
docker_container_and_daemon,2,2025-03-28T23:32:36.879989,95381979489.53,123258670959.0,84326268.43,24695981729.95,48690193795.59,20874.33,19967812745.01,211877490.59,540.26,20336.11,137630151.11,153055232.0,223670272.0,44.08,42.15,1.9300000000000002
docker_container_and_daemon_extra_overhead,2,2025-03-28T23:32:36.879989,95378666287.53,119669572520.0,84313594.43,23352669466.95,48688410649.59,20874.33,19636374395.01,211853590.59,540.26,20336.11,102535623.11,117960704.0,117096448.0,44.08,42.15,1.9300000000000002
docker_container,3,2025-03-28T23:34:20.735322,72941635252.0,93139395308.0,68292382.0,16288411094.0,35358857115.0,19587.0,14930885287.0,168496810.0,8.0,19563.0,77524992.0,84185088.0,87654400.0,41.15,39.34,1.82
docker_container_and_daemon,3,2025-03-28T23:34:20.735322,84440736122.6,108270721102.82,69475692.24,21462686816.41,41562030310.81,20167.43,16678166748.75,208400789.73,16.35,20129.86,119112192.0,126746624.0,194228224.0,41.269999999999996,39.370000000000005,1.9000000000000001
docker_container_and_daemon_extra_overhead,3,2025-03-28T23:34:20.735322,84438049391.6,103793850742.82,69451626.24,19650616253.41,41559828778.81,20167.43,16114896037.75,208381429.73,16.35,20129.86,79061504.0,86695936.0,87654400.0,41.269999999999996,39.370000000000005,1.9000000000000001
wasm_aot,6,2025-03-28T23:35:59.124933,43506409524.0,53721843328.0,60585767.0,9423099691.0,22311937573.0,46892.0,8283665392.0,164304644.0,405.0,46487.0,142240153.6,160587776.0,163868672.0,53.73,51.8,1.86
native,7,2025-03-28T23:36:48.121122,46681437077.0,55158578048.0,62269263.0,10267014756.0,22572865311.0,23013.0,8154856511.0,175411560.0,39.0,22974.0,92853134.22,104349696.0,105115648.0,56.19,54.5,1.62
wasm_aot,7,2025-03-28T23:37:35.211902,41334352048.0,48584055724.0,60323008.0,9288659645.0,21050177100.0,45671.0,7238301421.0,170564883.0,25.0,45646.0,109442662.4,126443520.0,126967808.0,59.75,57.9,1.7
wasm_aot,8,2025-03-28T23:38:19.682368,41496949440.0,50331876350.0,59618239.0,10234173282.0,24185144130.0,45538.0,8766347482.0,180124238.0,57.0,45481.0,136733809.78,153088000.0,160575488.0,57.57,55.46,1.93
docker_container,4,2025-03-28T23:39:06.516939,78732316857.0,100129065560.0,75836288.0,17645950412.0,39649125499.0,22813.0,16786013572.0,171419814.0,540.0,22274.0,113578894.22,127676416.0,128397312.0,43.39,41.43,1.96
docker_container_and_daemon,4,2025-03-28T23:39:06.516939,96939046314.1,124717188570.07,77237448.68,25811990105.69,50990364097.01,24491.04,19763841654.41,217383949.34,553.46,23934.44,159861538.43,174424064.0,234971136.0,43.52,41.46,2.06
docker_container_and_daemon_extra_overhead,4,2025-03-28T23:39:06.516939,96939046314.1,124717188570.07,77237448.68,25811990105.69,50990364097.01,24491.04,19763841654.41,217383949.34,553.46,23934.44,118311714.43,132874240.0,128397312.0,43.52,41.46,2.06
wasm_aot,9,2025-03-28T23:40:46.366721,45537928747.0,53211183032.0,59354208.0,9424679658.0,22474103511.0,46567.0,8191155247.0,171221279.0,111.0,46456.0,126100178.82,144744448.0,146644992.0,51.99,50.29,1.8
native,8,2025-03-28T23:41:34.823519,44784274101.0,53041500940.0,57644415.0,9546355598.0,21719228588.0,23200.0,8026294701.0,177107988.0,44.0,23156.0,94878298.35,100827136.0,101228544.0,54.57,53.03,1.45
wasm_aot,10,2025-03-28T23:42:21.627876,44430307903.0,52232521957.0,57250210.0,9462646338.0,22824343297.0,45672.0,8378551033.0,178193468.0,11.0,45661.0,118341358.93,127631360.0,127635456.0,56.79,54.94,1.56
native,9,2025-03-28T23:43:07.656209,41712147836.0,52649581709.0,59980541.0,9256733525.0,21279786261.0,22745.0,7791507189.0,160800630.0,2.0,22743.0,81007555.76,91975680.0,92393472.0,56.21,54.54,1.68
