deployment-mechanism,trial-number,start-time,cpu-cycles,instructions,cache-misses,cache-references,bus-cycles,page-faults,branch-instructions,branch-misses,major-faults,minor-faults,avg-memory-over-time-sampled,max-memory-over-time-sampled,max-memory-over-time,cpu-total-utilization,cpu-user-utilization,cpu-system-utilization
docker_container,1,2025-03-30T10:51:33.608248+00:00,10731728283.0,8229228262.0,31197381.0,2174134477.0,6602591352.0,40524.0,1212731423.0,102865257.0,522.0,39999.0,162181705.14,296579072.0,297029632.0,17.51,15.57,1.86
docker_container_and_daemon,1,2025-03-30T10:51:33.608248+00:00,11704120600.02,8714783008.15,33036865.08,2300889020.28,6731561063.14,43268.35,1248293379.81,104057652.49,522.0,42742.21,204107541.94,342769664.0,401076224.0,18.0,15.75,2.17
docker_container_and_daemon_extra_overhead,1,2025-03-30T10:51:33.608248+00:00,11702857264.02,8708038697.15,33029945.08,2300779472.28,6730869435.14,43268.35,1248269288.81,104049269.49,522.0,42742.21,162181705.14,297938944.0,297029632.0,18.0,15.75,2.17
docker_container,2,2025-03-30T10:53:02.426319+00:00,14370049088.0,11973425732.0,39206980.0,2293802414.0,6604755463.0,41116.0,1110681175.0,118612650.0,0.0,41115.0,106877747.2,136966144.0,147378176.0,38.54,35.74,2.8
docker_container_and_daemon,2,2025-03-30T10:53:02.426319+00:00,14446229635.05,12366091966.74,39573759.54,2534098962.48,6642816576.15,41118.5,1175380415.29,118948375.31,0.0,41117.5,146835046.4,176930816.0,251424768.0,38.91,35.77,3.1399999999999997
docker_container_and_daemon_extra_overhead,2,2025-03-30T10:53:02.426319+00:00,14446229635.05,12366091966.74,39573759.54,2534098962.48,6642816576.15,41118.5,1175380415.29,118948375.31,0.0,41117.5,106877747.2,136966144.0,147378176.0,38.91,35.77,3.1399999999999997
native,1,2025-03-30T10:53:42.302652+00:00,8017355706.0,4853098663.0,19676087.0,1326395647.0,4001651080.0,40404.0,633574935.0,66222271.0,511.0,39893.0,169986925.71,274722816.0,275054592.0,16.06,14.02,2.04
native,2,2025-03-30T10:54:13.495346+00:00,6006342513.0,3541840498.0,15778599.0,905076874.0,2818424150.0,40402.0,460453951.0,45592070.0,0.0,40402.0,80557397.33,163627008.0,163844096.0,31.37,24.96,3.21
wasm_aot,1,2025-03-30T10:54:39.510075+00:00,14541827998.0,10884965342.0,43102067.0,2687993678.0,9081845841.0,118127.0,1049649368.0,98224955.0,466.0,117661.0,229339648.0,322174976.0,380784640.0,27.1,23.66,3.37
native,3,2025-03-30T10:55:13.051297+00:00,13260601109.0,10190815294.0,37333051.0,2103897765.0,5956300526.0,41704.0,1006275064.0,111900737.0,213.0,41487.0,171269558.86,263045120.0,263516160.0,27.81,25.8,2.21
docker_container,3,2025-03-30T10:55:43.582206+00:00,12455688520.0,9973384995.0,32636305.0,1955272224.0,6144862145.0,41729.0,1096508059.0,110242679.0,527.0,41203.0,132017493.33,194564096.0,194985984.0,23.65,21.21,2.37
docker_container_and_daemon,3,2025-03-30T10:55:43.582206+00:00,12691697426.0,10361601499.67,33834806.5,2103585630.5,6421681734.67,43071.83,1154694342.17,111503337.0,538.67,42523.67,168694832.76,231788544.0,299032576.0,24.299999999999997,21.48,2.74
docker_container_and_daemon_extra_overhead,3,2025-03-30T10:55:43.582206+00:00,12690016190.0,9973384995.0,33826221.5,1955272224.0,6421053284.67,43071.83,1135911375.17,111492700.0,538.67,42523.67,135124016.76,198217728.0,194985984.0,24.29,21.48,2.74
native,4,2025-03-30T10:56:26.806393+00:00,10874682534.0,7628647159.0,31154733.0,1725135050.0,4545061413.0,41491.0,797506373.0,70021416.0,0.0,41491.0,103345152.0,146386944.0,146960384.0,38.65,39.9,2.95
docker_container,4,2025-03-30T10:56:52.688742+00:00,13909639590.0,10806874880.0,41959196.0,2519739322.0,7646775316.0,40577.0,1139837519.0,110162122.0,0.0,40450.0,108891136.0,149204992.0,149204992.0,47.75,44.45,3.3
docker_container_and_daemon,4,2025-03-30T10:56:52.688742+00:00,13982079837.0,11361604247.0,42373520.0,2792282194.0,7682766277.0,40577.0,1241718128.0,110506241.5,0.0,40450.0,148885845.32999998,189206528.0,253251584.0,48.13,44.57,3.5599999999999996
docker_container_and_daemon_extra_overhead,4,2025-03-30T10:56:52.688742+00:00,13981026016.0,11261719107.0,42364833.0,2792136937.0,7681940248.0,40577.0,1241685436.0,110500512.5,0.0,40450.0,111460693.33,151781376.0,149204992.0,48.12,44.57,3.5599999999999996
docker_container,5,2025-03-30T10:57:31.471155+00:00,14230584791.0,11865135150.0,37429375.0,2397249429.0,7274195520.0,40756.0,1339610287.0,107396833.0,1.0,40752.0,145729243.43,222900224.0,223096832.0,32.88,30.75,2.12
docker_container_and_daemon,5,2025-03-30T10:57:31.471155+00:00,14997351155.43,13143474059.28,37758275.35,2842442993.51,7671879877.07,40836.37,1503696449.5,107675237.81,1.0,40832.37,187428571.43,264945664.0,327143424.0,33.11,30.81,2.29
docker_container_and_daemon_extra_overhead,5,2025-03-30T10:57:31.471155+00:00,14994960947.43,13143217824.28,37747714.35,2842290107.51,7671002583.07,40831.37,1503639508.5,107665676.81,1.0,40827.37,147635931.43,225153024.0,223096832.0,33.1,30.81,2.29
native,5,2025-03-30T10:58:13.326373+00:00,6985049348.0,4591067180.0,18223070.0,1207242030.0,3135383575.0,41388.0,595326430.0,53818943.0,103.0,41285.0,114033664.0,181686272.0,182038528.0,23.94,20.62,2.77
native,6,2025-03-30T10:58:40.400399+00:00,5260036102.0,4400637417.0,15486765.0,997189545.0,2689481817.0,40100.0,613453194.0,43490488.0,25.0,40075.0,129553749.33,179134464.0,179326976.0,24.19,21.66,2.53
docker_container,6,2025-03-30T10:59:07.132512+00:00,13323359294.0,10420895995.0,38388023.0,2208133439.0,6417587817.0,41869.0,1057238359.0,105403473.0,57.0,41808.0,119549132.8,157974528.0,159117312.0,43.15,40.18,2.98
docker_container_and_daemon,6,2025-03-30T10:59:07.132512+00:00,13381502249.0,11201301058.0,38763680.0,2398648155.5,6449268567.0,41869.0,1158057599.5,105652344.0,57.0,41808.0,160883234.13,199483392.0,263163904.0,43.44,40.25,3.21
docker_container_and_daemon_extra_overhead,6,2025-03-30T10:59:07.132512+00:00,13380949971.0,11201155203.0,38761211.0,2398593584.5,6449000119.0,41869.0,1158036604.5,105649309.0,57.0,41808.0,120193570.13,158793728.0,159117312.0,43.44,40.25,3.21
wasm_aot,2,2025-03-30T10:59:46.477306+00:00,15846965858.0,9893898353.0,38418239.0,2141125433.0,5962973867.0,117510.0,881698765.0,120637884.0,462.0,117048.0,169603754.67,315936768.0,400527360.0,17.52,15.09,2.43
wasm_aot,3,2025-03-30T11:00:25.232451+00:00,13675949187.0,9651311431.0,48313363.0,2498379282.0,6588476927.0,118311.0,974283220.0,93979480.0,227.0,118084.0,221688832.0,405405696.0,430428160.0,26.78,23.01,3.63
docker_container,7,2025-03-30T11:00:57.102033+00:00,15078435540.0,11935224959.0,44749785.0,2597101218.0,7838353630.0,40957.0,1144090292.0,119088283.0,527.0,40431.0,141157034.67,221650944.0,222003200.0,26.9,24.87,1.98
docker_container_and_daemon,7,2025-03-30T11:00:57.102033+00:00,15487187627.82,13014104397.23,46655654.08,3101965122.35,8043136717.88,47063.58,1318863281.54,121511322.65,559.55,46489.92,179126442.67,260280320.0,326049792.0,27.81,25.17,2.59
docker_container_and_daemon_extra_overhead,7,2025-03-30T11:00:57.102033+00:00,15486297883.82,12736602170.23,46647916.08,3101872640.35,8042430538.88,47063.58,1282006068.54,121501903.65,559.55,46489.92,144400554.67,225554432.0,222003200.0,27.81,25.17,2.59
