deployment-mechanism,trial-number,start-time,cpu-cycles,instructions,cache-misses,cache-references,bus-cycles,page-faults,branch-instructions,branch-misses,major-faults,minor-faults,avg-memory-over-time-sampled,max-memory-over-time-sampled,max-memory-over-time,cpu-total-utilization,cpu-user-utilization,cpu-system-utilization
native,1,2025-03-28T22:15:53.241085,44317096390.0,53683418595.0,58527005.0,9579906146.0,21086593613.0,23133.0,7945919755.0,146341497.0,0.0,23133.0,73426944.0,81530880.0,81936384.0,57.69,55.86,1.77
wasm_aot,1,2025-03-28T22:17:58.252172,40284462976.0,45069095580.0,53604725.0,8446889729.0,19899416477.0,46692.0,7550487670.0,172601957.0,220.0,46472.0,129066405.65,144846848.0,150454272.0,50.92,49.22,1.78
wasm_aot,2,2025-03-28T22:18:45.032313,41373134074.0,49243639030.0,58009724.0,8993507498.0,20420293907.0,45597.0,7650471731.0,154162615.0,24.0,45573.0,129351680.0,152100864.0,159772672.0,52.81,51.01,1.71
native,2,2025-03-28T22:19:31.888234,38416895251.0,43295783443.0,54663113.0,8490735821.0,20267464163.0,20511.0,7449190150.0,175949687.0,9.0,20502.0,69395377.23,71696384.0,72036352.0,55.97,54.69,1.39
native,3,2025-03-28T22:20:14.823371,41219906350.0,48539386799.0,56824647.0,9204600403.0,20144607434.0,23186.0,7298321598.0,173448119.0,0.0,23186.0,72579674.35,81735680.0,82108416.0,56.46,54.77,1.63
native,4,2025-03-28T22:20:58.770933,38019119193.0,45661184847.0,54204160.0,8584993344.0,19132257126.0,22864.0,6979106947.0,174436812.0,0.0,22864.0,71267766.86,80416768.0,80830464.0,59.92,58.54,1.69
docker_container,1,2025-03-28T22:21:40.406574,56491044618.0,73520567555.0,56889903.0,13106213282.0,29048646030.0,23072.0,11901163375.0,147107700.0,540.0,22533.0,126400391.53,149581824.0,150302720.0,26.23,24.99,1.24
docker_container_and_daemon,1,2025-03-28T22:21:40.406574,61673042577.66,80070218915.15,57927990.97,14943476368.71,30953876968.59,23990.52,12503311898.81,157150717.96,540.0,23451.52,172895725.93,196866048.0,256876544.0,26.32,25.029999999999998,1.28
docker_container_and_daemon_extra_overhead,1,2025-03-28T22:21:40.406574,61658074413.66,76333785745.15,57853406.97,14234589412.71,30950018610.59,23990.52,11970902287.81,157049017.96,540.0,23451.52,128417261.93,152387584.0,150302720.0,26.32,25.029999999999998,1.28
wasm_aot,3,2025-03-28T22:23:26.165687,44437683727.0,52586177549.0,60465694.0,9880347287.0,22135781578.0,47008.0,8107778373.0,186443161.0,282.0,46726.0,145603328.0,157540352.0,157937664.0,53.72,52.01,1.69
docker_container,2,2025-03-28T22:24:12.982284,69540430164.0,87393298969.0,65753723.0,15718256700.0,34150359774.0,23013.0,14364949997.0,155146430.0,409.0,22604.0,120661606.4,137199616.0,137318400.0,36.17,34.51,1.66
docker_container_and_daemon,2,2025-03-28T22:24:12.982284,78616063823.05,102741167579.07,66351774.4,20421625398.0,38563792628.07,23462.4,15981523696.64,182950356.64,410.05,23052.35,166663566.82,183693312.0,243892224.0,36.230000000000004,34.519999999999996,1.71
docker_container_and_daemon_extra_overhead,2,2025-03-28T22:24:12.982284,78607890531.05,102737530212.07,66281517.4,18741429667.0,38559624769.07,23462.4,15596065247.64,182896651.64,410.05,23052.35,122070414.82000001,139100160.0,137318400.0,36.22,34.519999999999996,1.71
wasm_aot,4,2025-03-28T22:25:56.689298,44332177776.0,51392650746.0,59314882.0,9388643986.0,21851226816.0,44796.0,8413277615.0,170718094.0,2.0,44794.0,109662689.88,124682240.0,135380992.0,54.74,52.95,1.71
native,5,2025-03-28T22:26:44.824436,42941219819.0,51403913739.0,59566950.0,9847111465.0,21658388407.0,22914.0,8186335625.0,183842766.0,48.0,22866.0,94595192.47,107016192.0,107401216.0,54.56,52.82,1.67
native,6,2025-03-28T22:27:30.922891,42146177961.0,50413175043.0,53875895.0,9216948540.0,21465967350.0,23283.0,7499356430.0,164956469.0,0.0,23283.0,73711360.0,82145280.0,82817024.0,60.97,59.16,1.74
native,7,2025-03-28T22:28:15.881612,39782286145.0,46109030558.0,55362013.0,8540920238.0,19536338026.0,22548.0,7050357535.0,161811790.0,0.0,22548.0,74976733.87,79114240.0,79728640.0,54.6,53.04,1.45
wasm_aot,5,2025-03-28T22:28:59.735496,42813379257.0,50446823878.0,59965759.0,9130985867.0,20983109755.0,45507.0,7811261064.0,169927318.0,11.0,45496.0,110079744.0,125788160.0,127623168.0,56.25,54.41,1.77
native,8,2025-03-28T22:29:44.488525,42507989744.0,47705475368.0,53074790.0,9321323109.0,21966125927.0,23188.0,8028742933.0,180662000.0,2.0,23186.0,76571648.0,87760896.0,88432640.0,56.95,55.26,1.59
wasm_aot,6,2025-03-28T22:30:28.651456,43457440997.0,52228176548.0,58808344.0,9271636071.0,21101556917.0,45519.0,8041390780.0,174127871.0,0.0,45519.0,114084522.67,118505472.0,126595072.0,56.27,54.89,1.38
docker_container,3,2025-03-28T22:31:13.943420,63236767499.0,80341281762.0,65819150.0,14537450217.0,32006125348.0,20793.0,12923969673.0,161614162.0,345.0,20449.0,88147456.0,97767424.0,98029568.0,36.6,34.94,1.66
docker_container_and_daemon,3,2025-03-28T22:31:13.943420,69460501992.84,98338906689.36,66941957.19,20367523826.05,36688397700.47,21605.9,14707366385.97,192201540.95,346.05,21260.85,134024840.53,143859712.0,204603392.0,36.71,34.989999999999995,1.73
docker_container_and_daemon_extra_overhead,3,2025-03-28T22:31:13.943420,69456081243.84,93076117513.36,66916141.19,18483953626.05,36686201735.47,21605.9,14707260343.97,192179173.95,346.05,21260.85,90652296.53,100487168.0,98029568.0,36.71,34.989999999999995,1.73
docker_container,4,2025-03-28T22:32:48.912197,93092308005.0,117496174324.0,84355984.0,20594833504.0,45372797401.0,22225.0,19346737719.0,173747186.0,1.0,22223.0,79734647.47,89485312.0,89686016.0,50.35,48.28,2.07
docker_container_and_daemon,4,2025-03-28T22:32:48.912197,109459773854.76,143489544225.08002,85322086.87,29754499935.010002,52482551982.66,23147.17,22345700163.43,196960157.82999998,3.09,23143.08,127700599.47,137822208.0,196259840.0,50.45,48.32,2.1399999999999997
docker_container_and_daemon_extra_overhead,4,2025-03-28T22:32:48.912197,109459773854.76,143489544225.08002,85322086.87,29754499935.010002,52482551982.66,23147.17,22345700163.43,196960157.82999998,3.09,23143.08,81882743.47,92004352.0,89686016.0,50.45,48.32,2.1399999999999997
wasm_aot,7,2025-03-28T22:34:29.836015,44383062136.0,54183490107.0,61934238.0,9835083527.0,22593046113.0,45513.0,8389598027.0,185039006.0,2.0,45511.0,123046570.67,137568256.0,145207296.0,54.82,52.91,1.85
wasm_aot,8,2025-03-28T22:35:18.002775,41089784147.0,44745199097.0,53592730.0,8469798883.0,19020142989.0,45399.0,6849979791.0,167867047.0,0.0,45399.0,119436800.0,136888320.0,138264576.0,53.64,51.82,1.75
docker_container,5,2025-03-28T22:36:02.740039,94439346955.0,121863431107.0,84068308.0,21265451022.0,44904590425.0,21621.0,18509268064.0,177195720.0,1.0,21618.0,79550327.47,88309760.0,88788992.0,54.15,51.87,2.28
docker_container_and_daemon,5,2025-03-28T22:36:02.740039,108117854585.67,138371650664.92,84270062.58,26734661537.17,49173884397.67,21621.0,20582683776.33,205228483.42000002,1.0,21618.0,126502775.47,135503872.0,195362816.0,54.18,51.879999999999995,2.3
docker_container_and_daemon_extra_overhead,5,2025-03-28T22:36:02.740039,108117854585.67,138371650664.92,84270062.58,26734661537.17,49173884397.67,21621.0,20582683776.33,205228483.42000002,1.0,21618.0,82192247.47,91193344.0,88788992.0,54.18,51.879999999999995,2.3
wasm_aot,9,2025-03-28T22:37:38.468190,45570157611.0,54772896220.0,59581938.0,9783174784.0,21898845936.0,45321.0,8239128329.0,168259922.0,1.0,45320.0,108798192.94,126418944.0,126423040.0,56.6,54.72,1.81
wasm_aot,10,2025-03-28T22:38:25.934700,45321888959.0,54422557640.0,62048447.0,10282182343.0,22547292261.0,45462.0,8706359406.0,172366015.0,0.0,45462.0,117914202.35,134897664.0,134897664.0,59.6,57.3,2.12
docker_container,6,2025-03-28T22:39:12.814936,77966072612.0,96864306631.0,70218947.0,16674570731.0,37981436247.0,21324.0,15683677226.0,167342277.0,0.0,21321.0,70366464.0,76730368.0,77201408.0,41.43,39.58,1.85
docker_container_and_daemon,6,2025-03-28T22:39:12.814936,95483745393.98,126079666522.85,70614307.47,25686592821.239998,47811558577.68,21324.0,19061280419.53,231796572.22,0.0,21321.0,117078272.0,123449344.0,183775232.0,41.47,39.589999999999996,1.8800000000000001
docker_container_and_daemon_extra_overhead,6,2025-03-28T22:39:12.814936,95474373247.98,126078915659.85,70532003.47,25685640760.239998,47806920702.68,21324.0,19061152372.53,231706376.22,0.0,21321.0,71375104.0,77746176.0,77201408.0,41.46,39.589999999999996,1.87
native,9,2025-03-28T22:40:53.530886,41501320463.0,49901292654.0,57809824.0,9143654881.0,21472238105.0,22984.0,7847758722.0,179810688.0,0.0,22984.0,77106107.73,80924672.0,81334272.0,58.12,56.42,1.6
wasm_aot,11,2025-03-28T22:41:39.081647,44845373173.0,52616537623.0,56884052.0,9324439640.0,22080657404.0,45419.0,8469358744.0,190057413.0,0.0,45419.0,109061782.59,126377984.0,126377984.0,56.73,54.92,1.75
