deployment-mechanism,trial-number,start-time,wall-time-seconds
wasm_aot,1,2025-03-28T15:40:54.544345,5.38
native,1,2025-03-28T15:40:59.938345,2.72
wasm_aot,2,2025-03-28T15:41:02.663964,3.38
native,2,2025-03-28T15:41:06.056701,2.71
native,3,2025-03-28T15:41:08.777439,2.77
docker,1,2025-03-28T15:41:11.557785,4.3
docker,2,2025-03-28T15:41:16.012685,4.0
native,4,2025-03-28T15:41:20.155832,2.76
native,5,2025-03-28T15:41:22.931088,2.88
native,6,2025-03-28T15:41:25.822252,2.86
wasm_aot,3,2025-03-28T15:41:28.696417,3.55
docker,3,2025-03-28T15:41:32.255990,4.31
docker,4,2025-03-28T15:41:36.709107,4.26
wasm_aot,4,2025-03-28T15:41:41.123211,3.46
wasm_aot,5,2025-03-28T15:41:44.592795,3.35
native,7,2025-03-28T15:41:47.949402,2.89
wasm_aot,6,2025-03-28T15:41:50.854970,3.42
docker,5,2025-03-28T15:41:54.283132,4.33
native,8,2025-03-28T15:41:58.759209,2.87
wasm_aot,7,2025-03-28T15:42:01.642147,3.5
docker,6,2025-03-28T15:42:05.151774,4.22
docker,7,2025-03-28T15:42:09.519968,4.21
native,9,2025-03-28T15:42:13.877547,2.79
native,10,2025-03-28T15:42:16.676989,2.82
docker,8,2025-03-28T15:42:19.511827,4.26
wasm_aot,8,2025-03-28T15:42:23.922887,3.39
wasm_aot,9,2025-03-28T15:42:27.326885,3.43
docker,9,2025-03-28T15:42:30.772183,4.3
docker,10,2025-03-28T15:42:35.218527,4.18
native,11,2025-03-28T15:42:39.544009,2.8
native,12,2025-03-28T15:42:42.357739,2.88
wasm_aot,10,2025-03-28T15:42:45.245867,3.43
wasm_aot,11,2025-03-28T15:42:48.689477,3.45
docker,11,2025-03-28T15:42:52.148616,4.34
wasm_aot,12,2025-03-28T15:42:56.638617,3.54
wasm_aot,13,2025-03-28T15:43:00.188411,3.43
docker,12,2025-03-28T15:43:03.626923,4.31
wasm_aot,14,2025-03-28T15:43:08.085015,3.46
docker,13,2025-03-28T15:43:11.551498,4.31
native,13,2025-03-28T15:43:16.010527,2.87
docker,14,2025-03-28T15:43:18.886298,4.26
wasm_aot,15,2025-03-28T15:43:23.289332,3.44
native,14,2025-03-28T15:43:26.735293,2.78
wasm_aot,16,2025-03-28T15:43:29.526247,3.51
native,15,2025-03-28T15:43:33.045277,2.82
native,16,2025-03-28T15:43:35.871726,2.95
docker,15,2025-03-28T15:43:38.830223,4.58
docker,16,2025-03-28T15:43:43.596326,5.8
docker,17,2025-03-28T15:43:49.529808,4.14
wasm_aot,17,2025-03-28T15:43:53.804758,3.35
docker,18,2025-03-28T15:43:57.164927,4.26
native,17,2025-03-28T15:44:01.565575,2.82
wasm_aot,18,2025-03-28T15:44:04.398803,3.5
docker,19,2025-03-28T15:44:07.905207,4.2
native,18,2025-03-28T15:44:12.248210,2.91
wasm_aot,19,2025-03-28T15:44:15.167851,3.45
wasm_aot,20,2025-03-28T15:44:18.630668,3.51
native,19,2025-03-28T15:44:22.151073,2.93
docker,20,2025-03-28T15:44:25.092717,4.31
native,20,2025-03-28T15:44:29.556586,2.82
