deployment-mechanism,trial-number,start-time,wall-time-seconds
native,1,2025-03-28T12:35:23.828663,10.43
docker,1,2025-03-28T12:35:34.273804,12.08
wasm_aot,1,2025-03-28T12:35:46.550816,11.52
wasm_aot,2,2025-03-28T12:35:58.082997,11.52
docker,2,2025-03-28T12:36:09.611044,12.41
wasm_aot,3,2025-03-28T12:36:22.213285,11.6
docker,3,2025-03-28T12:36:33.828646,12.93
native,2,2025-03-28T12:36:46.956864,10.83
docker,4,2025-03-28T12:36:57.793645,12.04
docker,5,2025-03-28T12:37:10.012946,11.84
docker,6,2025-03-28T12:37:22.052698,11.99
wasm_aot,4,2025-03-28T12:37:34.229688,11.28
native,3,2025-03-28T12:37:45.524783,10.74
native,4,2025-03-28T12:37:56.278286,10.85
native,5,2025-03-28T12:38:07.144794,10.9
wasm_aot,5,2025-03-28T12:38:18.053681,11.69
wasm_aot,6,2025-03-28T12:38:29.758045,11.46
wasm_aot,7,2025-03-28T12:38:41.233931,11.43
docker,7,2025-03-28T12:38:52.676866,12.22
native,6,2025-03-28T12:39:05.078295,10.76
wasm_aot,8,2025-03-28T12:39:15.851833,11.6
docker,8,2025-03-28T12:39:27.464464,12.18
docker,9,2025-03-28T12:39:39.821888,11.83
wasm_aot,9,2025-03-28T12:39:51.840289,11.49
docker,10,2025-03-28T12:40:03.340787,12.05
wasm_aot,10,2025-03-28T12:40:15.586015,11.62
native,7,2025-03-28T12:40:27.213015,10.7
native,8,2025-03-28T12:40:37.926092,11.02
wasm_aot,11,2025-03-28T12:40:48.963040,11.43
wasm_aot,12,2025-03-28T12:41:00.401383,11.57
wasm_aot,13,2025-03-28T12:41:11.983181,11.56
native,9,2025-03-28T12:41:23.557345,10.98
docker,11,2025-03-28T12:41:34.549659,12.05
wasm_aot,14,2025-03-28T12:41:46.803482,11.28
wasm_aot,15,2025-03-28T12:41:58.094492,11.39
docker,12,2025-03-28T12:42:09.500161,12.11
native,10,2025-03-28T12:42:21.794134,10.93
native,11,2025-03-28T12:42:32.736583,11.03
docker,13,2025-03-28T12:42:43.778973,13.16
native,12,2025-03-28T12:42:57.132434,10.62
native,13,2025-03-28T12:43:07.768634,11.12
wasm_aot,16,2025-03-28T12:43:18.902237,11.53
docker,14,2025-03-28T12:43:30.446266,12.34
native,14,2025-03-28T12:43:42.956541,10.52
native,15,2025-03-28T12:43:53.483974,10.92
docker,15,2025-03-28T12:44:04.418883,12.51
wasm_aot,17,2025-03-28T12:44:17.111787,11.57
wasm_aot,18,2025-03-28T12:44:28.693508,11.6
native,16,2025-03-28T12:44:40.313274,10.68
wasm_aot,19,2025-03-28T12:44:51.005519,11.5
docker,16,2025-03-28T12:45:02.521440,12.33
native,17,2025-03-28T12:45:15.051853,10.7
native,18,2025-03-28T12:45:25.760636,10.76
native,19,2025-03-28T12:45:36.537909,10.9
docker,17,2025-03-28T12:45:47.451985,12.05
docker,18,2025-03-28T12:45:59.693723,12.01
wasm_aot,20,2025-03-28T12:46:11.886998,11.65
native,20,2025-03-28T12:46:23.551892,10.78
docker,19,2025-03-28T12:46:34.339599,12.28
docker,20,2025-03-28T12:46:46.821794,12.24
