deployment-mechanism,trial-number,start-time,cpu-cycles,instructions,cache-misses,cache-references,bus-cycles,page-faults,branch-instructions,branch-misses,major-faults,minor-faults,avg-memory-over-time-sampled,max-memory-over-time-sampled,max-memory-over-time,cpu-total-utilization,cpu-user-utilization,cpu-system-utilization
native,1,2025-03-29T18:02:47.905510,148669049790.0,188333762104.0,187971482.0,34541329206.0,76323608563.0,55987.0,30776496445.0,318663344.0,517.0,55470.0,356390051.25,361353216.0,361566208.0,50.74,49.26,1.47
wasm_aot,1,2025-03-29T18:05:07.143445,143800078513.0,180351975028.0,190902352.0,33268657966.0,72704810436.0,138194.0,29082737115.0,320004321.0,568.0,137626.0,331579211.29,441958400.0,442146816.0,56.6,54.65,1.94
native,2,2025-03-29T18:07:10.021441,142187103689.0,178539710450.0,175506946.0,31244785063.0,67607735326.0,53616.0,27829444083.0,317207071.0,223.0,53393.0,312929942.59,332865536.0,333205504.0,54.96,53.3,1.66
wasm_aot,2,2025-03-29T18:09:09.322011,137752710783.0,174941990418.0,181410747.0,31862632959.0,68076826827.0,137566.0,27533286844.0,293268209.0,1.0,137565.0,289443083.82,399691776.0,399953920.0,57.81,55.88,1.93
docker_container,1,2025-03-29T18:11:04.293586,142235085085.0,183117603113.0,148577379.0,32475334555.0,71449263221.0,53253.0,28718590229.0,242570859.0,524.0,52730.0,230776185.26,306360320.0,307240960.0,27.83,26.6,1.23
docker_container_and_daemon,1,2025-03-29T18:11:04.293586,146993848764.44,185860513793.49,154301600.23,33216223218.0,73055881632.32,58155.31,29004126786.36,275370884.45,765.61,57251.96,279000999.81,358543360.0,413892608.0,27.93,26.630000000000003,1.31
docker_container_and_daemon_extra_overhead,1,2025-03-29T18:11:04.293586,146971436966.44,184060447369.49,154192272.23,33213511943.0,73049722458.32,58155.31,29003824610.36,275234701.45,765.61,57251.96,258729895.81,338272256.0,307240960.0,27.93,26.630000000000003,1.31
native,3,2025-03-29T18:15:07.554508,141199190477.0,179165423793.0,183410631.0,32754823795.0,70908065150.0,54651.0,28620898612.0,307886414.0,510.0,54141.0,293181253.82,308817920.0,309174272.0,54.83,52.99,1.84
docker_container,2,2025-03-29T18:17:10.400963,230396459907.0,302404529036.0,222564584.0,53438155416.0,116237159497.0,53409.0,49726301724.0,329383621.0,10.0,53398.0,195051520.0,237961216.0,238317568.0,48.11,46.11,2.0
docker_container_and_daemon,2,2025-03-29T18:17:10.400963,232927864221.87,304916337061.92,225582016.72,54166802087.24,116762778604.87,53458.06,49972910876.53,341767318.56,10.0,53445.99,247771880.73,290906112.0,344969216.0,48.15,46.13,2.02
