deployment-mechanism,trial-number,start-time,cpu-cycles,instructions,cache-misses,cache-references,bus-cycles,page-faults,branch-instructions,branch-misses,major-faults,minor-faults,avg-memory-over-time-sampled,max-memory-over-time-sampled,max-memory-over-time,cpu-total-utilization,cpu-user-utilization,cpu-system-utilization
wasm_aot,1,2025-03-30T09:35:33.686088+00:00,11217900754.0,8236052194.0,44619801.0,2071742052.0,6240731307.0,101582.0,800149700.0,86438642.0,166.0,101416.0,180297728.0,309067776.0,322404352.0,40.09,34.32,4.44
docker_container,1,2025-03-30T09:36:36.124319+00:00,10570971339.0,8174922107.0,36265403.0,1746670538.0,5350423914.0,37924.0,839992799.0,70719278.0,522.0,37403.0,139152237.71,242233344.0,253779968.0,15.87,14.12,1.66
docker_container_and_daemon,1,2025-03-30T09:36:36.124319+00:00,11255271745.72,8834585234.77,38187871.8,1983549016.3600001,5550366307.73,41091.36,909723203.28,72834540.35,621.88,40438.63,184437613.71,289386496.0,357826560.0,16.619999999999997,14.33,2.2
docker_container_and_daemon_extra_overhead,1,2025-03-30T09:36:36.124319+00:00,11073567674.72,8801078140.77,38177701.8,1965680896.3600001,5539380852.73,41091.36,902619926.28,72702929.35,621.88,40438.63,149019501.71,253968384.0,253779968.0,16.61,14.319999999999999,2.2
docker_container,2,2025-03-30T09:37:23.146732+00:00,17108194656.0,14814445853.0,47922044.0,2416235790.0,6597101087.0,37393.0,1290452355.0,69641969.0,0.0,37391.0,108823210.67,139829248.0,150716416.0,42.79,40.19,2.6
docker_container_and_daemon,2,2025-03-30T09:37:23.146732+00:00,17513536982.24,15327529123.47,48973870.41,2609965470.55,6912369212.42,38921.25,1354434633.51,70731266.3,3.68,38913.11,156739037.87,188710912.0,254763008.0,43.64,40.599999999999994,3.04
docker_container_and_daemon_extra_overhead,2,2025-03-30T09:37:23.146732+00:00,17355327279.24,15327226114.47,48968731.41,2609846812.55,6822204234.42,38921.25,1349061108.51,69697281.3,3.68,38913.11,109692381.87,141664256.0,150716416.0,43.64,40.599999999999994,3.04
docker_container,3,2025-03-30T09:38:02.593552+00:00,13889034421.0,11229858748.0,41595400.0,2524384623.0,7389160394.0,39144.0,1487568875.0,104675972.0,84.0,39058.0,134647808.0,193634304.0,206848000.0,31.82,29.54,2.24
docker_container_and_daemon,3,2025-03-30T09:38:02.593552+00:00,13944223111.84,11773856857.36,41842082.12,2811452139.19,7417058091.74,39315.81,1620570127.62,104890937.13,84.0,39229.81,182871186.29,242835456.0,310894592.0,32.01,29.61,2.3600000000000003
docker_container_and_daemon_extra_overhead,3,2025-03-30T09:38:02.593552+00:00,13942864218.84,11394921734.36,41835038.12,2811315226.19,7416260532.74,39315.81,1620519517.62,104881058.13,84.0,39229.81,135402642.29,195366912.0,206848000.0,32.01,29.61,2.3600000000000003
