experiment_type,trial_number,start_time,wall-time-seconds
docker,1,2025-02-19T16:03:33.001839,18.52
docker,2,2025-02-19T16:03:51.967838,6.42
docker,3,2025-02-19T16:03:58.545708,9.06
docker,4,2025-02-19T16:04:07.957102,7.61
wasm_aot,1,2025-02-19T16:04:15.790233,12.16
wasm_aot,2,2025-02-19T16:04:27.960342,8.46
wasm_aot,3,2025-02-19T16:04:36.438024,4.92
docker,5,2025-02-19T16:04:41.374732,18.06
wasm_aot,4,2025-02-19T16:05:00.396999,9.38
wasm_aot,5,2025-02-19T16:05:09.783006,8.24
wasm_aot,6,2025-02-19T16:05:18.034441,6.37
wasm_aot,7,2025-02-19T16:05:24.416054,6.28
docker,6,2025-02-19T16:05:30.717944,15.87
wasm_aot,8,2025-02-19T16:05:46.873772,9.47
docker,7,2025-02-19T16:05:56.359540,12.2
wasm_aot,9,2025-02-19T16:06:08.809425,8.43
wasm_aot,10,2025-02-19T16:06:17.252061,7.64
wasm_aot,11,2025-02-19T16:06:24.898386,5.87
docker,8,2025-02-19T16:06:30.782576,14.01
wasm_aot,12,2025-02-19T16:06:44.962605,6.3
docker,9,2025-02-19T16:06:51.275884,11.6
docker,10,2025-02-19T16:07:03.128119,7.22
docker,11,2025-02-19T16:07:10.546092,7.95
docker,12,2025-02-19T16:07:18.658875,5.68
docker,13,2025-02-19T16:07:24.582846,6.32
wasm_aot,13,2025-02-19T16:07:31.085801,9.52
docker,14,2025-02-19T16:07:40.613281,11.06
wasm_aot,14,2025-02-19T16:07:51.870783,5.5
wasm_aot,15,2025-02-19T16:07:57.377181,6.06
wasm_aot,16,2025-02-19T16:08:03.446264,4.95
wasm_aot,17,2025-02-19T16:08:08.407098,5.55
docker,15,2025-02-19T16:08:13.966614,11.86
docker,16,2025-02-19T16:08:26.202741,6.56
docker,17,2025-02-19T16:08:32.923594,8.0
docker,18,2025-02-19T16:08:41.084383,6.25
wasm_aot,18,2025-02-19T16:08:47.502365,6.29
wasm_aot,19,2025-02-19T16:08:53.805092,6.23
docker,19,2025-02-19T16:09:00.052663,12.01
wasm_aot,20,2025-02-19T16:09:12.257348,7.48
docker,20,2025-02-19T16:09:19.750750,10.2
