experiment_type,trial_number,start_time,wall-time-seconds
native,1,2025-03-09T20:25:12.909014,11.23
native,2,2025-03-09T20:25:24.371090,9.04
wasm_aot,1,2025-03-09T20:25:33.418195,10.17
wasm_aot,2,2025-03-09T20:25:43.604271,9.02
native,3,2025-03-09T20:25:52.634325,8.62
native,4,2025-03-09T20:26:01.267476,8.53
docker,1,2025-03-09T20:26:09.808165,14.96
native,5,2025-03-09T20:26:25.009570,8.46
docker,2,2025-03-09T20:26:33.484779,11.18
docker,3,2025-03-09T20:26:44.869796,10.4
docker,4,2025-03-09T20:26:55.509397,11.56
native,6,2025-03-09T20:27:07.460566,9.32
wasm_aot,3,2025-03-09T20:27:16.790885,9.28
native,7,2025-03-09T20:27:26.083777,8.49
docker,5,2025-03-09T20:27:34.582832,11.42
docker,6,2025-03-09T20:27:46.268004,10.66
native,8,2025-03-09T20:27:57.094423,8.44
wasm_aot,4,2025-03-09T20:28:05.546192,9.47
docker,7,2025-03-09T20:28:15.023178,10.07
docker,8,2025-03-09T20:28:25.267539,10.16
native,9,2025-03-09T20:28:35.602479,8.74
native,10,2025-03-09T20:28:44.348528,8.55
wasm_aot,5,2025-03-09T20:28:52.914075,9.11
wasm_aot,6,2025-03-09T20:29:02.036566,9.44
docker,9,2025-03-09T20:29:11.491174,10.33
native,11,2025-03-09T20:29:22.011108,8.65
native,12,2025-03-09T20:29:30.671252,8.45
native,13,2025-03-09T20:29:39.129787,8.65
wasm_aot,7,2025-03-09T20:29:47.787239,9.34
docker,10,2025-03-09T20:29:57.138627,10.07
native,14,2025-03-09T20:30:07.380624,8.45
docker,11,2025-03-09T20:30:15.837660,9.91
wasm_aot,8,2025-03-09T20:30:25.911914,9.0
wasm_aot,9,2025-03-09T20:30:34.926320,9.02
wasm_aot,10,2025-03-09T20:30:43.954761,9.21
docker,12,2025-03-09T20:30:53.176954,10.01
wasm_aot,11,2025-03-09T20:31:03.354333,9.05
wasm_aot,12,2025-03-09T20:31:12.418667,8.96
native,15,2025-03-09T20:31:21.385342,8.51
native,16,2025-03-09T20:31:29.910840,8.48
native,17,2025-03-09T20:31:38.406516,8.63
wasm_aot,13,2025-03-09T20:31:47.043838,9.13
docker,13,2025-03-09T20:31:56.182233,9.97
docker,14,2025-03-09T20:32:06.312117,9.9
docker,15,2025-03-09T20:32:16.377622,9.64
wasm_aot,14,2025-03-09T20:32:26.182177,8.93
docker,16,2025-03-09T20:32:35.126398,9.69
docker,17,2025-03-09T20:32:44.987692,9.89
wasm_aot,15,2025-03-09T20:32:55.039273,8.89
native,18,2025-03-09T20:33:03.938384,8.47
docker,18,2025-03-09T20:33:12.415854,10.26
wasm_aot,16,2025-03-09T20:33:22.852612,8.96
wasm_aot,17,2025-03-09T20:33:31.822691,9.23
docker,19,2025-03-09T20:33:41.062953,10.21
wasm_aot,18,2025-03-09T20:33:51.458496,8.88
docker,20,2025-03-09T20:34:00.352392,9.85
native,19,2025-03-09T20:34:10.399075,8.78
wasm_aot,19,2025-03-09T20:34:19.190217,8.87
native,20,2025-03-09T20:34:28.074389,8.57
docker,21,2025-03-09T20:34:36.656633,10.22
wasm_aot,20,2025-03-09T20:34:47.052954,8.8
native,21,2025-03-09T20:34:55.863598,8.37
docker,22,2025-03-09T20:35:04.242118,10.71
docker,23,2025-03-09T20:35:15.110214,10.47
wasm_aot,21,2025-03-09T20:35:25.761616,8.88
native,22,2025-03-09T20:35:34.654658,8.36
wasm_aot,22,2025-03-09T20:35:43.024404,8.93
native,23,2025-03-09T20:35:51.963447,8.75
docker,24,2025-03-09T20:36:00.720242,9.85
native,24,2025-03-09T20:36:10.748697,8.65
native,25,2025-03-09T20:36:19.404710,8.49
wasm_aot,23,2025-03-09T20:36:27.913962,9.08
wasm_aot,24,2025-03-09T20:36:37.002237,8.96
docker,25,2025-03-09T20:36:45.977249,10.17
wasm_aot,25,2025-03-09T20:36:56.307529,9.22
