experiment_type,trial_number,start_time,instructions,cpu-cycles,cache-references,cache-misses,page-faults,bus-cycles,branch-instructions,branch-misses,major-faults,minor-faults,avg_memory_over_time,max_memory_over_time,cpu_total_utilization,cpu_user_utilization,cpu_system_utilization
docker_container,1,2025-03-09T19:36:39.818513,42846019189.0,36209448911.0,7926410689.0,58841359.0,60553.0,19695242782.0,6540728256.0,186331987.0,543.0,60010.0,199084819.69,305221632.0,26.94,25.34,1.49
docker_container_and_daemon,1,2025-03-09T19:36:39.818513,44734480728.05,37475755246.54,8119233887.31,123190239.68,61125.04,20099892774.05,6966592450.76,346494405.44,293.03,60766.75,251781298.09,350674944.0,27.12,25.37,1.64
docker_container,2,2025-03-09T19:37:16.359098,53374760342.0,47236072467.0,9948319376.0,72585856.0,61854.0,24135550603.0,8434326897.0,200880717.0,198.0,61653.0,169701083.43,240320512.0,41.54,39.42,2.0
docker_container_and_daemon,2,2025-03-09T19:37:16.359098,57000209326.95,49035103149.93,10447082573.45,73282734.18,59298.78,25238570110.69,10888995981.94,312138664.94,207.85,59083.69,213872025.6,293937152.0,41.61,39.43,2.06
docker_container,3,2025-03-09T19:37:42.406564,67008008032.0,56378096582.0,12218740364.0,76704864.0,61181.0,27761631010.0,9858231770.0,168671160.0,293.0,60880.0,190162261.33,264810496.0,40.89,38.36,2.53
docker_container_and_daemon,3,2025-03-09T19:37:42.406564,70409152240.53,89665085578.87,12779761246.0,611519151.92,63092.97,29100502715.65,10549425972.77,336273929.63,302.68,62780.13,242197892.41,314667008.0,41.0,38.39,2.61
docker_container,4,2025-03-09T19:38:14.452465,62893889722.0,55107846742.0,11775047541.0,71729229.0,61742.0,28117697832.0,10782308072.0,187579567.0,132.0,61607.0,177053110.86,248442880.0,45.27,42.65,2.62
docker_container_and_daemon,4,2025-03-09T19:38:14.452465,66084751469.92,57197729378.81,12648650797.97,86385568.94,63962.24,35104026169.99,17700441404.93,872112192.98,136.34,63822.87,224581830.19,288751616.0,45.38,42.68,2.7
docker_container,5,2025-03-09T19:38:48.888650,74782768192.0,65152531285.0,12859378714.0,73867987.0,62874.0,30132919053.0,11815586501.0,200476959.0,488.0,62370.0,194841770.67,265740288.0,40.14,37.89,2.23
docker_container_and_daemon,5,2025-03-09T19:38:48.888650,78459787397.82,79669050199.93,14187019464.16,124435957.71,66168.03,33115273082.38,15451104182.32,409165813.64,622.77,65461.8,236877824.0,302542848.0,40.52,38.02,2.48
native,1,2025-03-09T19:39:33.401158,47612465502.0,42966853339.0,8650409268.0,62367437.0,60923.0,21039801729.0,7274338357.0,184700679.0,522.0,60401.0,187223517.87,285470720.0,45.81,43.31,2.38
docker_container,6,2025-03-09T19:39:59.308648,67819348372.0,55788121136.0,11825279656.0,71229445.0,60795.0,26935384976.0,10900390165.0,176281355.0,531.0,60265.0,201373286.4,285728768.0,37.97,35.7,2.25
docker_container_and_daemon,6,2025-03-09T19:39:59.308648,73285317488.72,64192160416.48,12750155019.71,75124799.66,63404.43,30394072166.21,11515951501.26,429828324.68,585.04,62807.75,262272304.43,329011200.0,38.07,35.71,2.34
native,2,2025-03-09T19:40:44.582210,47191556222.0,40348904188.0,9139469964.0,62451000.0,59710.0,20419956101.0,7343594015.0,154397884.0,523.0,59187.0,206492330.67,291430400.0,46.27,43.9,2.28
wasm_aot,1,2025-03-09T19:41:11.016482,48878910002.0,42726952203.0,9044400842.0,63945735.0,72885.0,21086900093.0,7728410712.0,148772930.0,220.0,72665.0,214930130.82,299937792.0,44.85,42.52,2.34
wasm_aot,2,2025-03-09T19:41:39.766917,47800731211.0,41619051589.0,9525975833.0,66685131.0,72617.0,21619626049.0,7581136706.0,140966439.0,29.0,72589.0,184509278.32,266260480.0,49.77,47.09,2.6
docker_container,7,2025-03-09T19:42:07.328562,64418792718.0,52621086032.0,11413719520.0,68022759.0,59612.0,26930277464.0,10034724253.0,156901035.0,535.0,59077.0,192283716.27,291938304.0,36.34,33.97,2.37
docker_container_and_daemon,7,2025-03-09T19:42:07.328562,71129118425.9,62665320560.43,13164977653.41,126073317.01,63236.69,31414908316.2,11086555248.06,222230640.62,628.58,62587.17,271729394.53,343633920.0,36.59,34.02,2.57
native,3,2025-03-09T19:42:52.582519,63050046126.0,49828052118.0,10952216638.0,70545329.0,60942.0,25464005700.0,9399452372.0,154498632.0,522.0,60420.0,217082123.13,303472640.0,47.56,45.1,2.39
native,4,2025-03-09T19:43:25.328163,50354175394.0,42667561921.0,9864989907.0,66024963.0,60034.0,22747927818.0,8494847518.0,145847947.0,2.0,60031.0,168294627.56,243638272.0,50.24,48.26,2.21
wasm_aot,3,2025-03-09T19:43:54.159053,61328270933.0,50682529443.0,11590424807.0,70390235.0,74486.0,25850770380.0,9539040658.0,167729311.0,218.0,74267.0,221639046.1,291332096.0,46.66,45.03,2.46
wasm_aot,4,2025-03-09T19:44:28.851018,60169650996.0,51049175537.0,11355086602.0,66381213.0,73015.0,25123466032.0,10117458528.0,170516789.0,29.0,72985.0,216511829.33,281542656.0,49.5,46.94,2.52
wasm_aot,5,2025-03-09T19:45:01.848194,63356384297.0,54370476580.0,11996553084.0,73382001.0,72758.0,27139701585.0,9891282273.0,151665018.0,16.0,72742.0,203550915.05,264536064.0,49.25,46.87,2.38
native,5,2025-03-09T19:45:35.881092,57061693862.0,47878229695.0,10895968586.0,67547436.0,59882.0,24380362541.0,9648804173.0,156123431.0,13.0,59869.0,176990890.67,252309504.0,47.32,45.12,2.16
wasm_aot,6,2025-03-09T19:46:09.141766,57156816576.0,48375582123.0,10707657177.0,65262545.0,72841.0,24203832200.0,9310318667.0,154089095.0,0.0,72841.0,191455846.4,264192000.0,48.74,46.07,2.63
docker_container,8,2025-03-09T19:46:41.839081,60760081077.0,51479022129.0,11334215803.0,72848066.0,59216.0,25967183795.0,9933764492.0,155645756.0,541.0,58676.0,172223251.69,286011392.0,38.35,35.89,2.47
