experiment_type,trial_number,start_time,instructions,cpu-cycles,cache-references,cache-misses,page-faults,bus-cycles,branch-instructions,branch-misses,major-faults,minor-faults,avg_memory_over_time,max_memory_over_time,cpu_total_utilization,cpu_user_utilization,cpu_system_utilization
docker_container,1,2025-02-19T15:43:38.626376,7630487141.0,10775614070.0,1555283083.0,32149824.0,39863.0,5358192026.0,762973643.0,94516655.0,544.0,39319.0,125664535.27,245661696.0,8.76,7.79,0.95
docker_container_and_daemon,1,2025-02-19T15:43:38.626376,8089225790.07,12003428180.37,1850169781.22,45559225.62,43329.15,6326766343.53,883524674.22,119592912.06,606.95,42698.93,199199081.41,290013184.0,8.88,7.81,1.06
docker_container,2,2025-02-19T15:44:09.044466,5271107516.0,8152724576.0,1418382290.0,33535477.0,40272.0,4266078211.0,703433498.0,87733325.0,79.0,40177.0,121444644.57,198991872.0,10.19,9.09,1.1
docker_container_and_daemon,2,2025-02-19T15:44:09.044466,5886484480.5,8370023330.26,1152830975.95,63499593.04,37385.69,3594150093.57,905067182.91,109181528.64,85.58,37308.27,156667084.8,207294464.0,10.36,9.14,1.22
wasm_aot,1,2025-02-19T15:44:25.208918,1606514817.0,3115459837.0,697965795.0,13733873.0,59292.0,2088074010.0,186557241.0,20030053.0,697.0,58595.0,134059622.4,246427648.0,8.53,6.01,2.36
docker_container,3,2025-02-19T15:44:35.234621,3738749271.0,6633741038.0,860028162.0,17356987.0,32421.0,2626755470.0,302920216.0,39695800.0,532.0,31890.0,99796582.4,221446144.0,9.67,8.02,1.65
docker_container_and_daemon,3,2025-02-19T15:44:35.234621,5107060410.15,8448773661.89,1130608581.23,20674775.12,37893.29,3403994899.13,454952613.64,56621511.05,612.16,37279.95,134121764.57,265912320.0,10.27,8.3,1.97
wasm_aot,2,2025-02-19T15:44:47.419860,5854146817.0,7979927910.0,1370738150.0,24968008.0,76312.0,4335695986.0,636814331.0,87713720.0,708.0,75604.0,182008685.71,318812160.0,21.71,18.82,2.9
docker_container,4,2025-02-19T15:44:57.477494,4952600103.0,9257445886.0,1138116851.0,23117553.0,38596.0,3594490677.0,447976385.0,43762498.0,410.0,38186.0,92676915.2,221622272.0,12.95,11.23,1.72
docker_container_and_daemon,4,2025-02-19T15:44:57.477494,6442666926.47,10776731546.42,1633502256.83,36096607.39,45386.31,4222360974.23,588011072.41,66240682.5,482.51,44890.66,115017045.33,183099392.0,13.74,11.52,2.22
wasm_aot,3,2025-02-19T15:45:10.781924,2387612839.0,5102592198.0,751366685.0,13470357.0,67878.0,2089859896.0,244837965.0,35666652.0,202.0,67676.0,113893376.0,235978752.0,14.56,12.11,3.03
docker_container,5,2025-02-19T15:45:18.708392,6310184772.0,8995389627.0,1285818711.0,27338132.0,37532.0,3381163970.0,435673473.0,57764844.0,527.0,37006.0,110006272.0,241553408.0,16.59,14.43,2.17
docker_container_and_daemon,5,2025-02-19T15:45:18.708392,10723679564.3,12761841569.97,2237886232.78,40748751.55,47680.78,4702067895.17,665090683.07,81333812.95,668.61,47011.05,112977627.43,202166272.0,16.98,14.65,2.33
wasm_aot,4,2025-02-19T15:45:29.688513,3649763764.0,6365224203.0,1028058317.0,20850695.0,74925.0,3319122393.0,406507912.0,59607268.0,534.0,74391.0,134472499.2,277377024.0,21.14,17.36,3.27
docker_container,6,2025-02-19T15:45:38.786445,3839492392.0,4384228709.0,971361922.0,18282543.0,36282.0,3284621542.0,354252586.0,78108977.0,475.0,35852.0,97518387.2,230014976.0,12.49,10.38,2.11
docker_container_and_daemon,6,2025-02-19T15:45:38.786445,6104432700.97,5029458786.96,1841082999.85,34584027.53,41056.37,5292433672.95,646395085.51,94166559.16,535.77,40571.35,113519616.0,268722176.0,12.78,10.43,2.35
docker_container,7,2025-02-19T15:45:50.431639,5609715889.0,6498423344.0,993631338.0,25140893.0,38149.0,2312950635.0,325391387.0,56123302.0,0.0,38146.0,85124437.33,153321472.0,34.25,31.02,3.23
docker_container_and_daemon,7,2025-02-19T15:45:50.431639,8642720579.91,9399211494.12,1642355324.77,36449171.99,54470.45,3360897403.92,501917530.13,80671970.32,3.46,54463.99,73793536.0,139100160.0,34.83,31.17,3.66
docker_container,8,2025-02-19T15:45:57.384345,3894013381.0,6874544522.0,1090486811.0,18178986.0,35361.0,3899711337.0,567766888.0,80499689.0,0.0,35397.0,85434368.0,183967744.0,17.46,15.52,1.94
docker_container_and_daemon,8,2025-02-19T15:45:57.384345,5325884479.21,12645690830.34,1533463778.88,35548082.47,41279.61,7232748481.97,1122785411.43,137720980.81,2.29,41320.16,113766400.0,223260672.0,18.41,15.76,2.65
wasm_aot,5,2025-02-19T15:46:06.078748,4344536939.0,7973313793.0,1326022215.0,23867653.0,75813.0,4326480786.0,504500027.0,76134753.0,731.0,75082.0,138762532.57,298053632.0,20.1,16.7,3.08
docker_container,9,2025-02-19T15:46:15.765115,5100642410.0,7443081561.0,1255782359.0,23887681.0,39050.0,4150851733.0,486045491.0,64830225.0,527.0,38524.0,113941708.8,246022144.0,17.18,15.07,2.12
docker_container_and_daemon,9,2025-02-19T15:46:15.765115,7330342225.33,8870033723.88,1807433741.56,37797722.42,46314.28,6809584490.47,747973343.99,134663995.28,624.7,45690.77,106293248.0,202235904.0,17.33,15.13,2.2
wasm_aot,6,2025-02-19T15:46:27.163247,4903724095.0,6884620184.0,1040185489.0,24222461.0,74919.0,3357316389.0,421983355.0,64261118.0,696.0,74222.0,134640786.29,281665536.0,20.55,16.55,3.45
wasm_aot,7,2025-02-19T15:46:36.568983,2512961109.0,3992175221.0,936104306.0,26748782.0,68773.0,2919989608.0,391316787.0,46303572.0,85.0,68688.0,103801856.0,206286848.0,19.29,17.02,4.13
wasm_aot,8,2025-02-19T15:46:42.328720,3221242606.0,7775607022.0,733630800.0,14496803.0,70573.0,2453190037.0,293989216.0,52301042.0,59.0,70512.0,112293888.0,223580160.0,25.18,20.58,4.11
docker_container,10,2025-02-19T15:46:48.776085,8142298291.0,9283901115.0,1457146542.0,31014560.0,39858.0,4444991503.0,619179623.0,72589355.0,536.0,39322.0,121377353.14,229908480.0,17.05,15.02,2.02
docker_container_and_daemon,10,2025-02-19T15:46:48.776085,10693210169.45,11800762359.11,2476939293.61,47718776.0,45164.79,5055696698.28,983913958.1,103553477.37,604.16,44560.76,136920576.0,258441216.0,17.28,15.1,2.18
wasm_aot,9,2025-02-19T15:47:02.283339,4740052800.0,8001008215.0,1423019142.0,33485561.0,74169.0,3131602434.0,461349835.0,65509211.0,715.0,73454.0,139374006.86,305201152.0,12.53,10.16,2.22
docker_container,11,2025-02-19T15:47:14.679095,7403190574.0,8425547643.0,1408086518.0,28961651.0,39844.0,4759841128.0,710521496.0,69964875.0,539.0,39306.0,127806122.67,244199424.0,16.68,14.82,1.86
