experiment_type,trial_number,start_time,wall-time-seconds
wasm_aot,1,2025-02-19T15:50:28.348926,4.01
wasm_aot,2,2025-02-19T15:50:32.532419,3.2
docker,1,2025-02-19T15:50:35.742601,8.53
docker,2,2025-02-19T15:50:44.453443,4.11
docker,3,2025-02-19T15:50:48.709285,3.97
wasm_aot,3,2025-02-19T15:50:52.828175,3.28
wasm_aot,4,2025-02-19T15:50:56.118720,3.23
wasm_aot,5,2025-02-19T15:50:59.359968,3.3
wasm_aot,6,2025-02-19T15:51:02.676024,3.34
docker,4,2025-02-19T15:51:06.028638,4.03
wasm_aot,7,2025-02-19T15:51:10.211495,3.05
wasm_aot,8,2025-02-19T15:51:13.267129,3.32
docker,5,2025-02-19T15:51:16.597432,4.02
docker,6,2025-02-19T15:51:20.760970,3.95
wasm_aot,9,2025-02-19T15:51:24.862318,3.23
wasm_aot,10,2025-02-19T15:51:28.102751,3.27
docker,7,2025-02-19T15:51:31.385278,4.09
wasm_aot,11,2025-02-19T15:51:35.632389,3.32
docker,8,2025-02-19T15:51:38.963171,4.07
wasm_aot,12,2025-02-19T15:51:43.186710,3.27
docker,9,2025-02-19T15:51:46.462212,4.35
wasm_aot,13,2025-02-19T15:51:50.960222,3.24
docker,10,2025-02-19T15:51:54.212415,4.08
docker,11,2025-02-19T15:51:58.442816,4.07
docker,12,2025-02-19T15:52:02.664933,4.05
docker,13,2025-02-19T15:52:06.876524,4.02
wasm_aot,14,2025-02-19T15:52:11.044891,3.23
wasm_aot,15,2025-02-19T15:52:14.287199,3.14
docker,14,2025-02-19T15:52:17.435191,4.02
wasm_aot,16,2025-02-19T15:52:21.603878,3.18
wasm_aot,17,2025-02-19T15:52:24.790636,3.06
docker,15,2025-02-19T15:52:27.856524,3.88
docker,16,2025-02-19T15:52:31.894102,4.01
docker,17,2025-02-19T15:52:36.209719,4.51
docker,18,2025-02-19T15:52:40.866715,4.09
wasm_aot,18,2025-02-19T15:52:45.104433,3.22
wasm_aot,19,2025-02-19T15:52:48.336027,3.26
docker,19,2025-02-19T15:52:51.603749,3.97
wasm_aot,20,2025-02-19T15:52:55.739019,3.24
docker,20,2025-02-19T15:52:58.989435,4.01
