experiment_type,trial_number,start_time,instructions,cpu-cycles,cache-references,cache-misses,page-faults,bus-cycles,branch-instructions,branch-misses,major-faults,minor-faults,avg_memory_over_time,max_memory_over_time,cpu_total_utilization,cpu_user_utilization,cpu_system_utilization
docker_container,1,2025-02-19T15:53:06.292549,6059836671.0,10554495473.0,1482981394.0,30473898.0,58709.0,5305418047.0,762726590.0,106798530.0,14.0,58693.0,139547989.33,282730496.0,14.86,13.34,1.52
docker_container_and_daemon,1,2025-02-19T15:53:06.292549,7971377306.5,15508246511.8,2594859457.6,43423600.5,65021.0,7897496614.8,871974155.9,146792145.0,15.4,65003.6,185072025.6,322457600.0,15.41,13.57,1.84
wasm_aot,1,2025-02-19T15:53:26.283669,8772893616.0,14270462423.0,2028307338.0,41584111.0,127559.0,6575187144.0,959520716.0,122396616.0,627.0,126932.0,237276672.0,414326784.0,21.23,18.01,3.05
docker_container,2,2025-02-19T15:53:40.199138,4911228116.0,9115034214.0,1319818803.0,26885497.0,54613.0,4330220182.0,632048382.0,76328949.0,536.0,54077.0,145125888.0,315797504.0,10.97,9.37,1.61
docker_container_and_daemon,2,2025-02-19T15:53:40.199138,5485988962.73,11858189522.73,2802877620.74,45929157.01,64998.85,5938679121.23,871064972.63,104289859.16,652.24,64320.11,208803498.67,356237312.0,11.57,9.59,1.99
wasm_aot,2,2025-02-19T15:53:59.302240,5051762018.0,8000385499.0,1464523179.0,25661461.0,117753.0,3991432658.0,481193025.0,66376151.0,720.0,117032.0,226225664.0,385757184.0,12.7,9.92,2.78
wasm_aot,3,2025-02-19T15:54:15.200448,8742617230.0,13658244461.0,2058267658.0,48918507.0,130440.0,6571386032.0,908238954.0,112737316.0,107.0,130333.0,265880234.67,417742848.0,27.11,23.46,3.65
docker_container,3,2025-02-19T15:54:26.697332,7102128042.0,10747876692.0,1693927750.0,34953390.0,58863.0,5171396613.0,703834692.0,92996714.0,523.0,58340.0,176084480.0,331046912.0,12.26,10.39,1.86
docker_container_and_daemon,3,2025-02-19T15:54:26.697332,8557480020.99,13180514172.22,2496977019.39,38879409.12,65350.34,7073182961.69,1212023390.09,153233032.22,592.1,64705.75,201531019.64,373190656.0,12.69,10.48,2.21
docker_container,4,2025-02-19T15:54:47.694337,12130181568.0,15552721439.0,2179861654.0,43280277.0,63107.0,6496495444.0,971886446.0,99132085.0,0.0,63083.0,173675178.67,301912064.0,33.52,30.99,2.52
docker_container_and_daemon,4,2025-02-19T15:54:47.694337,14681161826.91,18713826673.35,2639374085.62,50362729.29,72810.81,7541890207.15,1213435347.82,114804589.42,0.0,72786.66,178735616.0,322289664.0,33.8,31.02,2.79
docker_container,5,2025-02-19T15:54:59.216472,7926296101.0,10098597531.0,2270491300.0,50360046.0,62504.0,7157318077.0,950373735.0,86255800.0,21.0,62481.0,156995584.0,281423872.0,27.75,25.03,2.71
docker_container_and_daemon,5,2025-02-19T15:54:59.216472,9239225013.24,12315933728.42,2626586729.34,87365326.91,70475.82,19516941076.08,2013119560.84,97335985.86,23.5,70450.44,157421056.0,289128448.0,27.99,25.11,2.87
wasm_aot,4,2025-02-19T15:55:10.984998,6844615454.0,11369103539.0,1985603695.0,41204943.0,124799.0,5685999244.0,709997586.0,95076381.0,720.0,124079.0,204199526.4,421392384.0,16.74,13.64,3.01
wasm_aot,5,2025-02-19T15:55:26.129920,5546131203.0,9404882880.0,2433560431.0,36512380.0,126124.0,7549182919.0,1011405777.0,101581138.0,27.0,126097.0,193243818.67,371281920.0,26.67,22.59,3.69
docker_container,6,2025-02-19T15:55:36.850171,9419443922.0,12520596822.0,1967489685.0,40938890.0,63146.0,6289902992.0,842828790.0,106081366.0,536.0,62610.0,176640512.0,296562688.0,15.8,14.07,1.72
docker_container_and_daemon,6,2025-02-19T15:55:36.850171,11442653784.82,13820688967.73,2715769812.05,50549579.49,70873.66,6949097391.8,1103862267.87,194123519.72,650.8,70196.62,202676224.0,337055744.0,16.51,14.29,2.22
docker_container,7,2025-02-19T15:55:57.490860,9655222539.0,13010157245.0,1885553523.0,41084418.0,63924.0,5961931450.0,1044979281.0,100187102.0,55.0,63865.0,181945856.0,314515456.0,22.31,20.32,1.99
docker_container_and_daemon,7,2025-02-19T15:55:57.490860,10810397307.87,13990221320.17,2104906122.33,44886173.18,68637.87,6414649833.08,1156185290.4,144992259.35,57.47,68575.16,203342196.36,355545088.0,22.47,20.36,2.11
docker_container,8,2025-02-19T15:56:12.566897,10361085887.0,14131655094.0,2402753529.0,40794664.0,63974.0,7735245676.0,979275526.0,110410254.0,249.0,63725.0,139572565.33,271478784.0,23.91,21.86,2.05
docker_container_and_daemon,8,2025-02-19T15:56:12.566897,11609146406.14,15659912317.28,2649074783.35,45482826.28,71079.69,8567070940.75,1104848399.8,122040024.16,279.24,70799.25,188320426.67,312213504.0,24.19,21.92,2.27
docker_container,9,2025-02-19T15:56:27.822789,8894185093.0,11848375201.0,2845132724.0,47602934.0,63532.0,6974225539.0,879994192.0,108235393.0,105.0,63426.0,171274240.0,307707904.0,24.37,22.28,2.1
docker_container_and_daemon,9,2025-02-19T15:56:27.822789,10265575019.74,13142191495.82,3105550856.61,53092782.07,70029.69,7700295859.4,1110768389.29,139743620.7,127.69,69897.86,186271744.0,329125888.0,25.08,22.58,2.51
docker_container,10,2025-02-19T15:56:42.105971,10182674379.0,13220096633.0,2349643717.0,41964795.0,64458.0,7038832315.0,1151876910.0,127214443.0,240.0,64214.0,146526208.0,272318464.0,23.79,21.8,1.99
