experiment_type,trial_number,start_time,instructions,cpu-cycles,cache-references,cache-misses,page-faults,bus-cycles,branch-instructions,branch-misses,major-faults,minor-faults,avg_memory_over_time,max_memory_over_time,cpu_total_utilization,cpu_user_utilization,cpu_system_utilization
native,1,2025-02-17T19:42:51.779472,160510002508.0,127138455151.0,28528300617.0,132991170.0,36373.0,63695986968.0,26541920046.0,299914396.0,0.0,36373.0,196294699.57,208846848.0,53.82,51.86,1.96
wasm_interpreted,1,2025-02-17T19:44:06.118508,184712063774.0,155144791761.0,45111803581.0,149022280.0,103722.0,78909025398.0,27964906126.0,482189420.0,159.0,103563.0,234939671.27,295948288.0,46.57,44.94,1.62
docker_container,1,2025-02-17T19:45:44.740073,258657506749.0,193982253696.0,43844474717.0,169307293.0,37049.0,95467448801.0,41417063184.0,303950972.0,540.0,36510.0,227228908.31,248152064.0,48.14,45.78,2.37
docker_container_and_daemon,1,2025-02-17T19:45:44.740073,264556803874.55,199259071687.55,46632670675.31,236005593.84,41577.45,96730778349.24,41954557535.06,903774789.56,568.56,40997.59,268043223.04,284995584.0,48.25,45.81,2.44
wasm_interpreted,2,2025-02-17T19:47:57.046331,218982845838.0,184735190994.0,49994864511.0,164720217.0,101332.0,89754146586.0,32731879936.0,522529197.0,732.0,100600.0,275934811.9,296271872.0,45.29,43.61,1.65
wasm_interpreted,3,2025-02-17T19:49:53.329870,212164990908.0,167886123785.0,51138904569.0,162059445.0,105794.0,88438336959.0,32216319781.0,525867911.0,177.0,105617.0,242763036.44,297680896.0,45.33,43.76,1.57
wasm_aot,1,2025-02-17T19:51:45.534773,180230172086.0,142214469635.0,31840640872.0,141661754.0,94387.0,69056252542.0,29371176394.0,273298457.0,99.0,94288.0,239723430.18,252157952.0,52.59,50.38,2.21
wasm_aot,2,2025-02-17T19:53:11.824209,198845531414.0,152841552346.0,35144511353.0,150561335.0,95713.0,74537076824.0,31825222433.0,270420770.0,36.0,95677.0,248116207.21,307236864.0,54.06,51.91,2.14
native,2,2025-02-17T19:54:42.320270,208445352871.0,160952361522.0,36737974540.0,148748602.0,39193.0,79830694378.0,33936624944.0,274288545.0,20.0,39173.0,161443774.98,170426368.0,55.51,53.41,2.09
docker_container,2,2025-02-17T19:56:18.998145,255199430784.0,197049054213.0,43283629773.0,168753050.0,37445.0,95275481662.0,41079977821.0,295706238.0,527.0,36919.0,208625364.29,231079936.0,47.32,44.84,2.48
docker_container_and_daemon,2,2025-02-17T19:56:18.998145,264554084886.8,201805292859.56,45009004279.34,191965680.88,39697.36,97580239297.22,41978888194.93,475520741.88,682.74,38967.44,260910464.0,280395776.0,47.44,44.87,2.57
wasm_interpreted,4,2025-02-17T19:58:36.228063,223014909832.0,180950362048.0,52249503664.0,177629812.0,101377.0,93179676761.0,36419888495.0,538764024.0,755.0,100622.0,266880012.96,335470592.0,45.08,43.46,1.6
docker_container,3,2025-02-17T20:00:41.103504,250244125311.0,190642511480.0,44373018552.0,170531974.0,36664.0,95807347036.0,41889075360.0,280782423.0,545.0,36120.0,203712739.56,226213888.0,48.97,46.52,2.44
docker_container_and_daemon,3,2025-02-17T20:00:41.103504,257446698265.22,195628451591.84,45852734281.12,209273768.49,38700.63,98269761335.49,42925746356.1,383758968.72,593.84,38085.23,261238292.48,272670720.0,49.07,46.56,2.51
wasm_aot,3,2025-02-17T20:02:52.946524,206836546291.0,162787492179.0,37701132945.0,155579187.0,96218.0,81617023552.0,33830117878.0,291815463.0,737.0,95481.0,272309248.0,330858496.0,51.3,49.24,2.06
wasm_aot,4,2025-02-17T20:04:35.233456,211572962238.0,163904261284.0,36970852609.0,154799254.0,99126.0,81439898413.0,34833441383.0,290024814.0,46.0,99080.0,235134795.29,285995008.0,53.66,51.38,2.27
native,3,2025-02-17T20:06:16.168199,220110523574.0,169266127323.0,39116097445.0,165328453.0,39734.0,83327502337.0,35474250136.0,281666430.0,39.0,39695.0,198413312.0,209915904.0,54.55,52.34,2.21
docker_container,4,2025-02-17T20:07:58.052907,253965046429.0,195434673429.0,43832402783.0,169056913.0,35553.0,96757011886.0,40610147482.0,291907174.0,531.0,35023.0,222564476.12,249442304.0,47.94,45.49,2.44
docker_container_and_daemon,4,2025-02-17T20:07:58.052907,260661488566.33,199721474596.19,45352349806.87,190878683.55,39872.8,98880719657.04,41694924760.56,508087888.72,597.62,39252.66,281909559.3,294006784.0,48.06,45.53,2.53
docker_container,5,2025-02-17T20:10:12.109226,261524641120.0,193963040597.0,43656593563.0,173644379.0,36478.0,95696395813.0,41867101588.0,285942243.0,0.0,36475.0,125570947.88,138362880.0,52.1,49.54,2.55
docker_container_and_daemon,5,2025-02-17T20:10:12.109226,268577307725.87,205389476012.07,45507561252.95,240462153.81,37605.59,100237824063.73,43004261146.57,475148675.66,2.04,37598.52,177713548.39,184160256.0,52.17,49.57,2.59
wasm_interpreted,5,2025-02-17T20:12:19.052503,213710658615.0,176072774808.0,51656966920.0,163816881.0,106499.0,91495440848.0,34278107788.0,529857945.0,732.0,105767.0,278578432.0,309440512.0,45.11,43.46,1.65
wasm_aot,5,2025-02-17T20:14:19.658714,206839084867.0,160898953903.0,37176151222.0,156109447.0,99602.0,80922416220.0,33596550004.0,282313677.0,160.0,99442.0,233546898.29,246886400.0,53.53,51.27,2.25
wasm_interpreted,6,2025-02-17T20:15:56.974005,229927827775.0,184951440013.0,55889135052.0,161850068.0,105092.0,95087716325.0,36050429060.0,518727412.0,162.0,104930.0,261730154.15,315629568.0,47.04,45.33,1.7
docker_container,6,2025-02-17T20:17:59.260654,248472607315.0,191347008256.0,44325444812.0,165931621.0,39713.0,94790356517.0,40233358668.0,298962398.0,542.0,39168.0,209508215.47,230821888.0,48.69,46.27,2.42
docker_container_and_daemon,6,2025-02-17T20:17:59.260654,261732899330.49,197169646394.28,46172810352.37,182402023.95,42818.06,97119176640.19,41581848052.38,824967531.81,744.66,42013.09,268048283.28,285057024.0,48.82,46.3,2.52
wasm_aot,6,2025-02-17T20:20:10.133729,211034288550.0,160069681464.0,37180903566.0,157533369.0,97139.0,79978347860.0,33366071693.0,282440220.0,732.0,96407.0,265379653.82,323817472.0,51.83,49.64,2.15
docker_container,7,2025-02-17T20:21:50.470332,230963152908.0,176491505673.0,41359132321.0,153394878.0,38564.0,90164537631.0,39290571937.0,274645993.0,540.0,38025.0,237882187.29,263860224.0,46.17,43.88,2.29
docker_container_and_daemon,7,2025-02-17T20:21:50.470332,237102547982.07,179338514202.38,42511933991.18,159609675.31,39775.72,92236275022.22,40500639507.63,522286369.39,549.62,39224.44,299997736.63,313520128.0,46.23,43.9,2.33
wasm_aot,7,2025-02-17T20:24:02.231637,221346205064.0,172199415438.0,39826045242.0,156788293.0,94527.0,86533301081.0,36642665840.0,297997951.0,734.0,93793.0,272810733.97,346009600.0,52.06,49.88,2.18
wasm_interpreted,7,2025-02-17T20:25:50.189769,232958928216.0,192211568709.0,54557284547.0,165672473.0,101322.0,97935306701.0,36721576769.0,554044589.0,156.0,101166.0,235150092.19,297963520.0,46.79,45.2,1.65
wasm_interpreted,8,2025-02-17T20:27:54.728874,226989428906.0,171791192007.0,52109116536.0,162522497.0,102145.0,89715255382.0,33499127567.0,466582252.0,49.0,102096.0,266013868.88,337440768.0,45.6,44.04,1.56
native,4,2025-02-17T20:29:51.165007,199513331509.0,152229489148.0,35018357646.0,150401578.0,40075.0,77918845318.0,32415221093.0,278043925.0,20.0,40055.0,174795994.23,181927936.0,54.12,52.06,2.05
native,5,2025-02-17T20:31:24.306071,205716725650.0,159117449299.0,36116851245.0,149135767.0,39318.0,79108794447.0,33210809935.0,277930071.0,0.0,39318.0,135969891.1,143425536.0,54.4,52.32,2.14
wasm_interpreted,9,2025-02-17T20:33:00.384956,231346876290.0,187366529454.0,55369191135.0,167466618.0,104472.0,94482350182.0,35579674741.0,521899437.0,1.0,104471.0,233798972.05,289927168.0,47.6,45.91,1.69
docker_container,8,2025-02-17T20:35:02.428524,247167413731.0,191230198474.0,43401252223.0,166012794.0,37052.0,95459388743.0,40721300786.0,285413552.0,525.0,36523.0,225335724.65,249565184.0,47.1,44.75,2.35
docker_container_and_daemon,8,2025-02-17T20:35:02.428524,257057830196.07,194549470230.78,45559121142.96,175687883.42,39720.39,97485571065.71,42018681301.27,492409786.53,683.74,38973.69,283643408.52,298663936.0,47.22,44.79,2.43
native,6,2025-02-17T20:37:16.652398,210645027620.0,163111623168.0,37277797764.0,156225297.0,37439.0,80090806949.0,34089987261.0,286331156.0,524.0,36915.0,221014016.0,235036672.0,51.5,49.41,2.09
native,7,2025-02-17T20:38:59.828374,244298158881.0,184739296814.0,42192449780.0,160662293.0,39835.0,90509392657.0,38627920311.0,275356675.0,0.0,39835.0,162227298.19,168067072.0,55.1,52.99,2.1
docker_container,9,2025-02-17T20:40:50.442700,251363208125.0,193205260193.0,44455420312.0,174668920.0,34909.0,96117176750.0,41490681655.0,292648888.0,495.0,34415.0,202500406.3,227508224.0,49.74,47.08,2.66
docker_container_and_daemon,9,2025-02-17T20:40:50.442700,260468575054.75,198129694993.69,45470176294.13,186321603.7,36413.79,97690571048.31,42667607873.0,375834182.66,506.82,35907.98,266116135.69,277331968.0,49.79,47.1,2.69
wasm_aot,8,2025-02-17T20:43:03.782942,244423392627.0,185793880740.0,43231422648.0,167333254.0,94538.0,92297100241.0,39117999693.0,298277391.0,654.0,93884.0,265436645.05,335945728.0,53.04,50.84,2.19
wasm_aot,9,2025-02-17T20:44:58.254304,221689800539.0,170847270704.0,38890779678.0,155132969.0,95440.0,85134675593.0,35748057477.0,280174063.0,199.0,95241.0,258416081.45,329334784.0,53.34,51.01,2.33
wasm_aot,10,2025-02-17T20:46:43.771848,236895115366.0,181342483138.0,41815361302.0,163573447.0,99937.0,90414842811.0,38175034420.0,297939074.0,76.0,99861.0,249551374.63,292130816.0,54.05,51.82,2.23
native,8,2025-02-17T20:48:36.390166,230129865286.0,173598372695.0,40689061193.0,154760525.0,36681.0,88630960734.0,38078836594.0,278789527.0,20.0,36661.0,173105656.99,179896320.0,54.35,52.23,2.08
wasm_aot,11,2025-02-17T20:50:25.465549,232049038564.0,173610942985.0,40289875284.0,161007729.0,97877.0,88222822019.0,37582057400.0,273009455.0,0.0,97877.0,220753334.86,269070336.0,55.09,52.69,2.4
docker_container,10,2025-02-17T20:52:13.334143,259454408611.0,196360998818.0,44222043783.0,172453891.0,36944.0,96152330114.0,41111043916.0,302515733.0,531.0,36414.0,202038054.79,225214464.0,49.28,46.89,2.39
docker_container_and_daemon,10,2025-02-17T20:52:13.334143,275233662316.23,204512980596.69,47421323382.67,252281430.55,41288.79,117128928152.27,43666641722.38,499036556.28,726.24,40499.31,265925648.25,276013056.0,49.41,46.93,2.48
