experiment_type,trial_number,start_time,instructions,cpu-cycles,cache-references,cache-misses,page-faults,bus-cycles,branch-instructions,branch-misses,major-faults,minor-faults,avg_memory_over_time,max_memory_over_time,cpu_total_utilization,cpu_user_utilization,cpu_system_utilization
wasm_aot,1,2025-02-18T13:01:19.282283,127586949413.0,109745478749.0,25048316046.0,161375585.0,145096.0,57280229978.0,21152184539.0,425823254.0,705.0,144392.0,346517628.12,474288128.0,39.58,37.93,1.57
docker_container,1,2025-02-18T13:02:24.497551,308675061461.0,244426292424.0,55588117230.0,216275894.0,53289.0,123624567206.0,52307685376.0,442085068.0,537.0,52751.0,256250713.3,280027136.0,46.46,44.48,1.98
docker_container_and_daemon,1,2025-02-18T13:02:24.497551,313091501800.06,249970428385.97,56543553533.96,524068159.09,62193.38,125371143249.6,52889958808.36,2871086224.31,811.3,61159.47,307095129.4,332177408.0,46.66,44.53,2.13
wasm_interpreted,1,2025-02-18T13:04:45.446285,229325310884.0,194291227321.0,52397547214.0,206149458.0,153287.0,95701278027.0,35184044708.0,608108112.0,726.0,152561.0,379362965.06,483708928.0,43.51,41.96,1.54
wasm_aot,2,2025-02-18T13:06:50.945793,250173070331.0,193513247604.0,44662061908.0,205312545.0,145438.0,96329829692.0,40418391520.0,354179620.0,326.0,145112.0,368416214.49,479674368.0,52.36,50.38,1.98
wasm_aot,3,2025-02-18T13:08:46.645792,323211459025.0,245584615043.0,57832881861.0,227999290.0,144750.0,123122816014.0,53237861184.0,379145401.0,297.0,144453.0,417174814.72,506064896.0,53.78,51.67,2.11
native,1,2025-02-18T13:11:19.336290,349755822797.0,268761771069.0,61690417788.0,231107958.0,52812.0,133766752524.0,57234816374.0,372573153.0,44.0,52768.0,233631705.72,240160768.0,55.41,53.17,2.24
wasm_aot,4,2025-02-18T13:14:05.367734,350124519302.0,265793534226.0,62349468984.0,237356382.0,144115.0,132466168524.0,56502854261.0,377714786.0,12.0,144103.0,318242562.27,403873792.0,54.75,52.52,2.23
wasm_interpreted,2,2025-02-18T13:16:54.476484,377092898047.0,308109922511.0,78530446881.0,253146057.0,151921.0,151005325104.0,61835887615.0,643841253.0,48.0,151873.0,375967071.52,466341888.0,50.02,48.07,1.95
wasm_aot,5,2025-02-18T13:20:16.558567,350964663352.0,267536923187.0,60803929143.0,231530853.0,144770.0,133034238461.0,57613649854.0,380400282.0,248.0,144522.0,402588372.96,487358464.0,54.27,52.14,2.13
