experiment_type,trial_number,start_time,wall-time-seconds
native,1,2025-02-17T13:51:31.203467,7.02
wasm_interpreted,1,2025-02-17T13:51:38.438754,32.0
wasm_interpreted,2,2025-02-17T13:52:10.450751,31.7
wasm_interpreted,3,2025-02-17T13:52:42.161357,31.46
docker,1,2025-02-17T13:53:13.628282,7.6
native,2,2025-02-17T13:53:21.398772,5.41
wasm_aot,1,2025-02-17T13:53:26.822685,5.95
native,3,2025-02-17T13:53:32.787036,5.77
wasm_aot,2,2025-02-17T13:53:38.569001,6.05
wasm_aot,3,2025-02-17T13:53:44.628865,6.42
wasm_aot,4,2025-02-17T13:53:51.061565,6.28
wasm_interpreted,4,2025-02-17T13:53:57.354888,31.81
wasm_aot,5,2025-02-17T13:54:29.177216,5.62
native,4,2025-02-17T13:54:34.812179,5.6
wasm_interpreted,5,2025-02-17T13:54:40.426761,31.71
wasm_aot,6,2025-02-17T13:55:12.152869,5.61
docker,2,2025-02-17T13:55:17.774076,6.99
wasm_interpreted,6,2025-02-17T13:55:24.935190,31.48
native,5,2025-02-17T13:55:56.426065,5.27
wasm_aot,7,2025-02-17T13:56:01.709253,5.93
docker,3,2025-02-17T13:56:07.656423,6.92
wasm_interpreted,7,2025-02-17T13:56:14.746967,31.93
native,6,2025-02-17T13:56:46.690682,5.05
docker,4,2025-02-17T13:56:51.756114,6.88
docker,5,2025-02-17T13:56:58.827752,7.13
native,7,2025-02-17T13:57:06.129009,5.55
native,8,2025-02-17T13:57:11.691669,5.73
docker,6,2025-02-17T13:57:17.437395,7.29
docker,7,2025-02-17T13:57:24.922551,7.15
native,9,2025-02-17T13:57:32.255556,5.95
docker,8,2025-02-17T13:57:38.214829,7.37
wasm_interpreted,8,2025-02-17T13:57:45.761014,31.58
native,10,2025-02-17T13:58:17.356142,5.38
docker,9,2025-02-17T13:58:22.748145,7.12
native,11,2025-02-17T13:58:30.037735,5.54
wasm_aot,8,2025-02-17T13:58:35.593516,6.19
docker,10,2025-02-17T13:58:41.800171,7.14
wasm_interpreted,9,2025-02-17T13:58:49.118267,32.03
docker,11,2025-02-17T13:59:21.164364,6.5
wasm_interpreted,10,2025-02-17T13:59:27.829733,31.55
native,12,2025-02-17T13:59:59.393587,5.09
native,13,2025-02-17T14:00:04.494105,5.47
native,14,2025-02-17T14:00:09.969957,5.55
native,15,2025-02-17T14:00:15.530987,5.77
wasm_aot,9,2025-02-17T14:00:21.311797,6.16
wasm_aot,10,2025-02-17T14:00:27.481828,6.06
wasm_interpreted,11,2025-02-17T14:00:33.557458,31.87
docker,12,2025-02-17T14:01:05.438797,6.84
wasm_interpreted,12,2025-02-17T14:01:12.532024,31.52
wasm_aot,11,2025-02-17T14:01:44.062507,5.56
wasm_aot,12,2025-02-17T14:01:49.632740,5.84
docker,13,2025-02-17T14:01:55.484242,7.05
wasm_aot,13,2025-02-17T14:02:02.710880,6.02
wasm_interpreted,13,2025-02-17T14:02:08.747035,31.72
wasm_interpreted,14,2025-02-17T14:02:40.477488,31.66
native,16,2025-02-17T14:03:12.148062,5.16
docker,14,2025-02-17T14:03:17.318231,6.64
wasm_aot,14,2025-02-17T14:03:24.125184,5.83
docker,15,2025-02-17T14:03:29.962626,6.78
wasm_interpreted,15,2025-02-17T14:03:36.910980,31.71
wasm_interpreted,16,2025-02-17T14:04:08.634834,31.44
wasm_aot,15,2025-02-17T14:04:40.085804,5.42
wasm_aot,16,2025-02-17T14:04:45.511754,5.62
docker,16,2025-02-17T14:04:51.141792,6.66
native,17,2025-02-17T14:04:57.968950,5.5
docker,17,2025-02-17T14:05:03.481185,7.09
docker,18,2025-02-17T14:05:10.738972,6.84
wasm_aot,17,2025-02-17T14:05:17.744557,5.85
docker,19,2025-02-17T14:05:23.606430,7.07
wasm_aot,18,2025-02-17T14:05:30.840711,6.02
native,18,2025-02-17T14:05:36.876680,5.8
wasm_interpreted,17,2025-02-17T14:05:42.689227,31.7
native,19,2025-02-17T14:06:14.395903,5.17
wasm_interpreted,18,2025-02-17T14:06:19.578659,31.53
wasm_aot,19,2025-02-17T14:06:51.114410,5.6
docker,20,2025-02-17T14:06:56.730678,6.81
wasm_interpreted,19,2025-02-17T14:07:03.696342,31.56
wasm_interpreted,20,2025-02-17T14:07:35.266345,31.64
native,20,2025-02-17T14:08:06.914220,4.99
wasm_aot,20,2025-02-17T14:08:11.918127,5.83
